('https://image1.ljcdn.com/440100-inspection/d69973c2-6a7e-47f9-9a0b-a5ddab1a5473.jpg.296x216.jpg', '中海金沙馨园 精装三房 交通便利', '中海金沙馨园二期  | 3室2厅 | 99平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  金沙洲', '325万', '单价32829元/平米')
('https://image1.ljcdn.com/440100-inspection/b5a02bb3-701e-4e31-8c30-8ff91aded2a6.jpg.296x216.jpg', '岭南新世界 精装修 两房', '岭南新世界  | 2室2厅 | 84.3平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2003年建塔楼  -  白云大道北', '363万', '单价43061元/平米')
('https://image1.ljcdn.com/440100-inspection/24fea788-7ef2-44ea-b56c-637c3c48d6d1.jpg.296x216.jpg', '金钟横路 电台宿舍 实用3房', '电台宿舍  | 3室2厅 | 87平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1996年建塔楼  -  广园路', '245万', '单价28161元/平米')
('https://image1.ljcdn.com/440100-inspection/0bbeaf6a-96b3-46dc-bba2-4ea4cf5d4fbb.jpg.296x216.jpg', '增槎路锦翠苑 大三房 户型好 南北对流', '增槎路锦翠苑  | 3室2厅 | 120平米 | 北 | 其他', '低楼层(共12层)2004年建塔楼  -  罗冲围', '420万', '单价35000元/平米')
('https://image1.ljcdn.com/440100-inspection/40d1dcab-779a-4a2e-8ba8-d721d6e14486.JPG.296x216.jpg', '富力桃园c区 温馨3房 南北通透 采光好', '富力桃园  | 3室2厅 | 112.09平米 | 北 | 其他 | 有电梯', '低楼层(共30层)2004年建塔楼  -  罗冲围', '398万', '单价35508元/平米')
('https://image1.ljcdn.com/440100-inspection/dff27f11-6e4b-446c-bed3-4a75ed21bed0.jpg.296x216.jpg', '紫竹苑 加装电梯楼 两房一厅。', '紫竹苑  | 2室1厅 | 59平米 | 东 | 其他 | 有电梯', '高楼层(共9层)1998年建塔楼  -  同德围', '166万', '单价28136元/平米')
('https://image1.ljcdn.com/440100-inspection/8e91466b-f3af-4183-b313-ef1d342a8eab.jpg.296x216.jpg', '榕溪花园 2室2厅 142万', '榕溪花园  | 2室2厅 | 59.49平米 | 西南 | 其他 | 无电梯', '中楼层(共8层)1999年建塔楼  -  石井', '142万', '单价23870元/平米')
('https://image1.ljcdn.com/440100-inspection/53d9bfae-47cf-435b-9626-2d3b59c402df.jpg.296x216.jpg', '乐得花园 三房两厅 采光好', '乐得花园  | 3室2厅 | 105.05平米 | 北 | 其他 | 有电梯', '低楼层(共15层)2000年建塔楼  -  白云大道北', '315.2万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/d6c488eb-04c9-4cc9-9643-8ea90ac48114.jpg.296x216.jpg', '深业江悦湾 2室2厅 270万', '深业江悦湾  | 2室2厅 | 82.8平米 | 南 | 其他 | 有电梯', '中楼层(共26层)塔楼  -  金沙洲', '270万', '单价32609元/平米')
('https://image1.ljcdn.com/440100-inspection/53f8d929-a71a-4457-b6c5-391fa09abba2.jpg.296x216.jpg', '富力桃园 精装大三房 望花园 采光好', '富力桃园  | 3室2厅 | 112.04平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2004年建塔楼  -  罗冲围', '430万', '单价38380元/平米')
('https://image1.ljcdn.com/440100-inspection/0b03ab44-37a5-43d8-8d7f-f7f98485efdb.JPG.296x216.jpg', '白云高尔夫东区 高层 望白云山3房', '白云高尔夫花园东区  | 3室2厅 | 98.08平米 | 东 | 其他 | 有电梯', '高楼层(共14层)2002年建塔楼  -  黄石路', '402万', '单价40987元/平米')
('https://image1.ljcdn.com/440100-inspection/1aeb43b5-8d73-4168-8be8-8e77684b4e0b.jpg.296x216.jpg', '圣地天河星荟 2室2厅 350万', '圣地天河星荟  | 2室2厅 | 80平米 | 南 | 其他', '高楼层(共10层)2011年建塔楼  -  同和', '350万', '单价43750元/平米')
('', '万科爱地住宅区 1室1厅 200万', '万科爱地住宅区  | 1室1厅 | 58平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2000年建塔楼  -  金沙洲', '200万', '单价34483元/平米')
('', '时代花园 2室1厅 300万', '时代花园  | 2室1厅 | 70.55平米 | 东南 | 其他 | 有电梯', '中楼层(共15层)1999年建塔楼  -  机场路', '300万', '单价42524元/平米')
('', '松涛北苑 1室1厅 92万', '松涛北苑  | 1室1厅 | 46.11平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1999年建塔楼  -  南湖', '92万', '单价19953元/平米')
('', '松涛北苑 1室1厅 92万', '松涛北苑  | 1室1厅 | 45.76平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1999年建塔楼  -  南湖', '92万', '单价20105元/平米')
('', '松涛北苑 1室1厅 92万', '松涛北苑  | 1室1厅 | 45.65平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1999年建塔楼  -  南湖', '92万', '单价20154元/平米')
('https://image1.ljcdn.com/440100-inspection/962b5255-80e2-41d6-84b0-a0a7ac0f002b.jpg.296x216.jpg', '春晖闲庭 中层实用', '春晖闲庭  | 2室2厅 | 104.8平米 | 东北 | 其他 | 有电梯', '中楼层(共7层)2004年建塔楼  -  南湖', '300万', '单价28626元/平米')
('https://image1.ljcdn.com/440100-inspection/9c07e37d-b20a-4d1e-bfe4-e69b57360f8f.jpg.296x216.jpg', '岭南新世界 电梯精装修三房 南向采光好', '岭南新世界  | 3室1厅 | 109平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2008年建塔楼  -  白云大道北', '500万', '单价45872元/平米')
('https://image1.ljcdn.com/440100-inspection/b7f2c03b-7e2a-4bf2-961d-308dc0b86316.jpg.296x216.jpg', '时代玫瑰园 低楼层', '时代玫瑰园  | 4室2厅 | 152.18平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2008年建塔楼  -  白云大道北', '696万', '单价45736元/平米')
('https://image1.ljcdn.com/440100-inspection/701db4e9-3b9d-4f33-baaf-3255dacf2dc4.jpg.296x216.jpg', '时代玫瑰园 大三房 普通装修 西向', '时代玫瑰园  | 3室2厅 | 116平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2008年建塔楼  -  白云大道北', '500万', '单价43104元/平米')
('https://image1.ljcdn.com/440100-inspection/b3b7ba8e-0387-46db-bf37-5e78d24d9bbb.jpg.296x216.jpg', '金碧雅苑 三房两厅 采光好', '金碧雅苑  | 3室2厅 | 98平米 | 西 | 其他 | 有电梯', '中楼层(共17层)2004年建塔楼  -  白云大道北', '400万', '单价40817元/平米')
('https://image1.ljcdn.com/440100-inspection/a36d5613-5f22-402c-8da7-d74591974efb.jpg.296x216.jpg', '金碧雅苑 实用两房 配套齐', '金碧雅苑  | 2室1厅 | 68平米 | 东 | 其他 | 有电梯', '低楼层(共17层)2004年建塔楼  -  白云大道北', '275万', '单价40442元/平米')
('https://image1.ljcdn.com/440100-inspection/eb0eebc1-1c58-4619-93e8-30e0c4c74f34.jpg.296x216.jpg', '百事佳新村 精致装修 格局方正 实用两房', '百事佳新村A区  | 2室1厅 | 72.89平米 | 南 西北 | 其他 | 无电梯', '高楼层(共9层)2006年建塔楼  -  广园路', '223万', '单价30595元/平米')
('https://image1.ljcdn.com/440100-inspection/77e6799d-78cf-4b19-b942-7646b659e7d4.jpg.296x216.jpg', '云东花园 实用3房 格局方正 采光好', '云东花园  | 3室2厅 | 86平米 | 东北 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  广园路', '239万', '单价27791元/平米')
('https://image1.ljcdn.com/440100-inspection/2152a3e5-dc7a-49b2-96f7-a2a02c83cf8f.jpg.296x216.jpg', '时代花园 望花园三房 温馨舒适', '时代花园  | 3室2厅 | 112.18平米 | 北 | 其他 | 有电梯', '中楼层(共15层)1999年建塔楼  -  机场路', '460万', '单价41006元/平米')
('https://image1.ljcdn.com/440100-inspection/9fc19fe7-c386-4cad-945f-469e26756ac5.jpg.296x216.jpg', '白云新城高尔夫南向2房 装修保养好', '白云高尔夫花园东区  | 2室2厅 | 80平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2002年建塔楼  -  黄石路', '320万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/54292a98-2ee2-4aa0-822a-5f3f74363e4b.jpg.296x216.jpg', '贝丽花园 房子保养好 厅出阳台', '贝丽花园  | 2室1厅 | 55.17平米 | 东北 | 精装 | 有电梯', '中楼层(共15层)2009年建塔楼  -  机场路', '248万', '单价44952元/平米')
('https://image1.ljcdn.com/440100-inspection/65c5effa-7656-4313-a1d7-5e4dfa0603ea.jpg.296x216.jpg', '汇侨新城 电梯高层两房', '汇侨新城北区  | 2室2厅 | 62.27平米 | 西 | 其他 | 有电梯', '高楼层(共17层)2000年建塔楼  -  新市', '190万', '单价30513元/平米')
('', '云山雅苑 格局方正 中层三房', '云山雅苑  | 3室2厅 | 120平米 | 东北 | 其他 | 有电梯', '低楼层(共18层)2008年建塔楼  -  广园路', '755万', '单价62917元/平米')
('https://image1.ljcdn.com/440100-inspection/bc26d6b1-66af-48f3-8019-be0f8091ca6f.jpg.296x216.jpg', '机场路云天翠庭电梯三房 花园社区', '云天翠庭  | 2室1厅 | 76.27平米 | 北 | 精装 | 有电梯', '低楼层(共11层)2004年建塔楼  -  机场路', '300万', '单价39334元/平米')
('https://image1.ljcdn.com/440100-inspection/c3033c0f-ce61-4ba3-b856-7a4ebbdb4fd0.JPG.296x216.jpg', '汇侨新城 舒适温馨两房 光线视野好', '汇侨新城北区  | 2室2厅 | 61.78平米 | 西 | 其他 | 有电梯', '低楼层(共17层)2000年建塔楼  -  新市', '210万', '单价33992元/平米')
('https://image1.ljcdn.com/440100-inspection/954004f3-1604-4fe1-90a6-295a89b2fb29.jpg.296x216.jpg', '蓝天丽境 电梯两房 厅出阳台', '汇侨新城蓝天丽境  | 2室2厅 | 82.5平米 | 东南 | 精装 | 有电梯', '高楼层(共18层)2000年建塔楼  -  新市', '280万', '单价33940元/平米')
('https://image1.ljcdn.com/440100-inspection/77dbeb28-ef79-464a-908c-19e7052a7347.jpg.296x216.jpg', '汇侨新城南区 一梯两户 实用两房', '汇侨新城南区  | 2室1厅 | 60平米 | 东 西 | 简装 | 无电梯', '低楼层(共9层)2000年建塔楼  -  新市', '200万', '单价33334元/平米')
('https://image1.ljcdn.com/440100-inspection/09577b68-81a9-445f-b818-8c59b70d01ce.jpg.296x216.jpg', '汇侨新城 蓝天丽境 电梯2房出售', '汇侨新城蓝天丽境  | 3室1厅 | 83平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2000年建塔楼  -  新市', '260万', '单价31326元/平米')
('https://image1.ljcdn.com/440100-inspection/a9df2a37-245e-4992-9a51-5f0762eee146.jpg.296x216.jpg', '恒骏花园 电梯两房 户型方正', '恒骏花园  | 2室2厅 | 70.26平米 | 西 | 其他 | 有电梯', '中楼层(共10层)2002年建塔楼  -  同和', '288万', '单价40991元/平米')
('https://image1.ljcdn.com/440100-inspection/8a589d86-33a1-4a63-a1d9-3dcaf2793072.jpg.296x216.jpg', '万科金域蓝湾 二期 精装三房 园林美景', '金域蓝湾  | 3室2厅 | 97.18平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2008年建塔楼  -  金沙洲', '435万', '单价44763元/平米')
('https://image1.ljcdn.com/440100-inspection/22bcce1b-6254-454d-a81b-8d3a79bab171.jpg.296x216.jpg', '京溪路 京溪尚苑 温馨南向两房', '京溪尚苑  | 2室2厅 | 78.36平米 | 南 | 简装 | 有电梯', '低楼层(共9层)2000年建塔楼  -  同和', '235万', '单价29990元/平米')
('https://image1.ljcdn.com/440100-inspection/64d02cce-c012-4f5f-bf9c-4a72f937bc05.jpg.296x216.jpg', '百荣园低层三房 间隔方正 卧室阳台朝南向', '百荣园  | 3室1厅 | 89.93平米 | 北 | 精装 | 无电梯', '中楼层(共7层)2000年建塔楼  -  机场路', '275万', '单价30580元/平米')
('https://image1.ljcdn.com/440100-inspection/1abd36f5-7b51-472c-bfd4-26954436720c.jpg.296x216.jpg', '岭南新世界倚湾园 三房', '岭南新世界  | 3室2厅 | 115平米 | 东北 | 其他 | 有电梯', '低楼层(共17层)2008年建塔楼  -  白云大道北', '550万', '单价47827元/平米')
('https://image1.ljcdn.com/440100-inspection/3867dec7-6ead-4a1d-97d4-6a07b50f759e.jpg.296x216.jpg', '金满花园 1房1厅 东南向 低楼层', '金满花园  | 1室1厅 | 35平米 | 南 | 其他', '中楼层(共10层)2000年建塔楼  -  金沙洲', '103万', '单价29429元/平米')
('https://image1.ljcdn.com/440100-inspection/31262368-276d-4a20-91ab-7e01f7f0586e.jpg.296x216.jpg', '远景路 工商局宿舍 专人管理 交通便利', '远景工商局宿舍  | 3室2厅 | 115.93平米 | 东南 | 其他', '中楼层(共9层)塔楼  -  机场路', '380万', '单价32779元/平米')
('', '黄石小区 电梯三房 格局方正 南北对流', '黄石小区  | 3室2厅 | 96平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)1999年建塔楼  -  黄石路', '325万', '单价33855元/平米')
('', '地铁边上金迪城市花园 电梯三房大平台', '金迪城市花园  | 3室1厅 | 69.58平米 | 南 | 简装 | 有电梯', '低楼层(共15层)1995年建塔楼  -  机场路', '300万', '单价43116元/平米')
('https://image1.ljcdn.com/440100-inspection/070a2ff2-9c71-47ed-8f1e-8a8784577408.jpg.296x216.jpg', '春兰花园 北向望花园 方正三房', '广信春兰花园  | 2室1厅 | 88平米 | 北 | 其他 | 无电梯', '高楼层(共9层)1995年建塔楼  -  同和', '300万', '单价34091元/平米')
('', '汇侨新城北区 2室2厅 240万', '汇侨新城北区  | 2室2厅 | 77.5平米 | 东 | 简装 | 有电梯', '高楼层(共18层)2000年建塔楼  -  新市', '240万', '单价30968元/平米')
('', '白云尚城  中层2房 望花园 业主诚意出售', '白云尚城  | 2室2厅 | 78.85平米 | 北 | 精装 | 无电梯', '中楼层(共6层)2010年建塔楼  -  白云大道北', '350万', '单价44389元/平米')
('', '和馨雅居 3室1厅 330万', '和馨雅居  | 3室1厅 | 97.7平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  新市', '330万', '单价33777元/平米')
('', '富力桃园 5室2厅 543万', '富力桃园  | 5室2厅 | 159.72平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2004年建塔楼  -  罗冲围', '543万', '单价33997元/平米')
('', '侨爱苑 3室2厅 462万', '侨爱苑  | 3室2厅 | 136平米 | 南 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  机场路', '462万', '单价33971元/平米')
('', '广园云苑新村 2室1厅 256万', '广园云苑新村  | 2室1厅 | 77.66平米 | 北 | 其他 | 无电梯', '高楼层(共9层)1999年建塔楼  -  广园路', '256万', '单价32965元/平米')
('https://image1.ljcdn.com/440100-inspection/c0910b45-2817-4054-8e7d-ffcdef3afd30.jpg.296x216.jpg', '枫溪苑园景两房 南北通透 安静舒适', '枫溪苑  | 2室1厅 | 67平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)1999年建塔楼  -  机场路', '205万', '单价30598元/平米')
('', '春鸿居 1室1厅 107万', '春鸿居  | 1室1厅 | 42.78平米 | 东北 | 其他 | 无电梯', '高楼层(共9层)1997年建塔楼  -  白云山风景区', '107万', '单价25012元/平米')
('', '云山雅苑 高层电梯楼 东向望白云山景', '云山雅苑  | 4室1厅 | 113平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  广园路', '760万', '单价67257元/平米')
('', '汇雅花园 2室2厅 130万', '汇雅花园  | 2室2厅 | 67平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1996年建塔楼  -  白云大道北', '130万', '单价19403元/平米')
('https://image1.ljcdn.com/440100-inspection/08dcb8e2-714f-453f-aa59-d7569bce88e7.JPG.296x216.jpg', '嘉华苑 1室1厅 100万', '嘉华苑  | 1室1厅 | 39平米 | 南 | 精装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  机场路', '100万', '单价25642元/平米')
('', '新市花园二区 2室1厅 255万', '新市花园二区  | 2室1厅 | 79.88平米 | 南 | 精装 | 有电梯', '中楼层(共15层)1998年建塔楼  -  新市', '255万', '单价31923元/平米')
('', '岭南新世界锦云峰 3室2厅 470万', '岭南新世界锦云峰  | 3室2厅 | 93.8平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2013年建塔楼  -  白云大道北', '470万', '单价50107元/平米')
('https://image1.ljcdn.com/440100-inspection/9cfcf080-2db3-43ad-96e1-0da29fd97f44.JPG.296x216.jpg', '榕溪花园 1室1厅 75万', '榕溪花园  | 1室1厅 | 34.52平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)1996年建塔楼  -  石井', '75万', '单价21727元/平米')
('https://image1.ljcdn.com/440100-inspection/6f60c250-b3bf-48b4-b42c-379756a5d9ee.jpg.296x216.jpg', '同逸苑 精致实用1房 封闭小区', '同逸苑  | 1室1厅 | 45平米 | 北 | 精装 | 无电梯', '中楼层(共7层)2003年建塔楼  -  同德围', '138万', '单价30667元/平米')
('', '大金钟公安宿舍 低层两房 户型方正', '大金钟公安宿舍  | 2室1厅 | 81.3平米 | 东 西 | 其他 | 无电梯', '低楼层(共5层)1998年建塔楼  -  大金钟', '232万', '单价28537元/平米')
('https://image1.ljcdn.com/440100-inspection/9a2741e0-cb01-4cad-b991-fbd3c8ff034d.jpg.296x216.jpg', '保利西海岸 温馨三房 证过两年', '保利西海岸汇海花园  | 3室2厅 | 89平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2010年建塔楼  -  金沙洲', '333万', '单价37416元/平米')
('', '派出所宿舍 实用两房 户型方正', '心谊路派出所宿舍  | 2室1厅 | 67.32平米 | 南 北 | 简装 | 无电梯', '中楼层(共9层)1997年建塔楼  -  机场路', '193万', '单价28670元/平米')
('https://image1.ljcdn.com/440100-inspection/eb45d8cc-5fc3-46b3-8d8d-f7c4d44b776e.jpg.296x216.jpg', '广园新村 富悦街 电梯南向三房', '景从路富悦街  | 2室1厅 | 87平米 | 南 | 其他 | 无电梯', '低楼层(共9层)塔楼  -  大金钟', '280万', '单价32184元/平米')
('https://image1.ljcdn.com/440100-inspection/d9e3d450-c792-46d9-93c0-1639f967f384.jpg.296x216.jpg', '岭南新世界 北向房，方正实用', '岭南新世界  | 3室2厅 | 97平米 | 东北 | 精装 | 有电梯', '低楼层(共12层)2008年建塔楼  -  白云大道北', '437万', '单价45052元/平米')
('https://image1.ljcdn.com/440100-inspection/66b87a5e-0447-4944-be1e-3cef49a3afe8.jpg.296x216.jpg', '南北向三房，花园小区，环境好', '南湖半山东苑  | 3室1厅 | 95平米 | 南 北 | 其他 | 有电梯', '中楼层(共26层)2005年建塔楼  -  南湖', '285万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/bf0b8a11-175b-4a78-b06c-3015c459e0ad.jpg.296x216.jpg', '合一国际 电梯高层 实用两房', '合一国际  | 2室2厅 | 46平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2006年建塔楼  -  同和', '290万', '单价63044元/平米')
('https://image1.ljcdn.com/440100-inspection/711c1785-0bea-4701-8f4c-aca6a634f7e0.jpg.296x216.jpg', '岭南新世界 中高楼层 双地铁', '岭南新世界  | 2室2厅 | 76.77平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2008年建塔楼  -  白云大道北', '355万', '单价46243元/平米')
('https://image1.ljcdn.com/440100-inspection/0ddacd28-e2f2-4cb7-99ba-ac7db964bafc.jpg.296x216.jpg', '万科蓝山 三房两厅', '万科蓝山  | 3室2厅 | 110平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2007年建塔楼  -  南湖', '339万', '单价30819元/平米')
('https://image1.ljcdn.com/440100-inspection/305f2faf-e793-40f7-9cd8-0d9986d0ec07.JPG.296x216.jpg', '汇侨新城 小区管理 实用三房 装修好', '汇侨新城东区  | 3室1厅 | 87平米 | 南 | 其他 | 无电梯', '高楼层(共9层)2000年建塔楼  -  新市', '260万', '单价29886元/平米')
