('https://image1.ljcdn.com/440100-inspection/6b573c3a-c4c0-4c40-b022-71347142fc48.jpg.296x216.jpg', '凤凰城凤仪苑经典四房', '碧桂园凤凰城凤仪苑  | 4室2厅 | 136.93平米 | 东北 | 精装 | 无电梯', '高楼层(共6层)2002年建塔楼  -  凤凰城', '280万', '单价20449元/平米')
('https://image1.ljcdn.com/440100-inspection/8d12d325-a7da-42a8-a122-c6c4e9aa25d9.jpg.296x216.jpg', '东方名都 小复式 带装修 交通便利', '东方名都  | 1室2厅 | 50.33平米 | 北 | 其他 | 有电梯', '低楼层(共17层)2012年建塔楼  -  新塘', '134万', '单价26625元/平米')
('https://image1.ljcdn.com/440100-inspection/48439aa7-edff-483f-935f-3652c3f7e9ca.jpg.296x216.jpg', '翡翠绿洲 森林半岛 高层复式单位', '翡翠绿洲森林半岛  | 4室4厅 | 199平米 | 东 | 毛坯 | 有电梯', '高楼层(共11层)2011年建塔楼  -  凤凰城', '410万', '单价20604元/平米')
('https://image1.ljcdn.com/440100-inspection/fa29a15a-079b-4f4e-8764-3a43b3ef539d.jpg.296x216.jpg', '凤凰城 凤岭苑 舒适大三房', '碧桂园凤凰城凤岭苑  | 3室2厅 | 120.89平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  凤凰城', '266万', '单价22004元/平米')
('https://image1.ljcdn.com/440100-inspection/f65b8cfd-a064-4ebe-a02a-bd1035740332.jpg.296x216.jpg', '凤馨苑 精装三房 视野好', '碧桂园凤凰城凤馨苑  | 3室2厅 | 93.28平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '245万', '单价26266元/平米')
('https://image1.ljcdn.com/440100-inspection/404bdd9e-b2f2-430f-bd8f-3abda6ff56e1.jpg.296x216.jpg', '假日花园 精装三房 高楼层 双阳台对流', '假日花园  | 3室2厅 | 121.88平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '336万', '单价27569元/平米')
('https://image1.ljcdn.com/440100-inspection/d66e80b7-161d-4217-a173-85c0beb8242d.jpg.296x216.jpg', '合生湖山国际 4室2厅 350万', '合生湖山国际  | 4室2厅 | 143.56平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2008年建塔楼  -  凤凰城', '350万', '单价24381元/平米')
('https://image1.ljcdn.com/440100-inspection/78df0a97-a347-4d9f-a48e-75ec38a914b3.jpg.296x216.jpg', '汇美体育花园 4室2厅 245万', '汇美体育花园  | 4室2厅 | 143平米 | 东 | 精装 | 有电梯', '低楼层(共9层)塔楼  -  新塘', '245万', '单价17133元/平米')
('https://image1.ljcdn.com/440100-inspection/e860fbc1-37a5-4259-a733-9df3022c09fa.jpg.296x216.jpg', '东方名都 格局方正 采光好', '东方名都  | 3室2厅 | 123.17平米 | 西南 | 其他 | 有电梯', '高楼层(共23层)2012年建塔楼  -  新塘', '343万', '单价27848元/平米')
('https://image1.ljcdn.com/440100-inspection/0acdcd1f-8b35-460e-be4a-9a9c281b6f0b.jpg.296x216.jpg', '新康花园 13号线地铁四房 小区环境舒适 户型方正', '新康花园  | 4室2厅 | 166.57平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1997年建塔楼  -  新塘', '230万', '单价13809元/平米')
('https://image1.ljcdn.com/440100-inspection/279bf09b-9a28-48cc-a630-4567714287c1.jpg.296x216.jpg', '新塘新世界花园万象苑 2室2厅 220万', '新塘新世界花园万象苑  | 2室2厅 | 79.05平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2012年建塔楼  -  新塘', '220万', '单价27831元/平米')
('https://image1.ljcdn.com/440100-inspection/a4679fcc-f0e4-4a97-b8c4-189b3964db7d.jpg.296x216.jpg', '碧桂园凤凰城凤凰名苑 4室2厅 386万', '碧桂园凤凰城凤凰名苑  | 4室2厅 | 139.25平米 | 北 | 其他', '低楼层(共32层)塔楼  -  凤凰城', '386万', '单价27720元/平米')
('https://image1.ljcdn.com/440100-inspection/fb3ea24d-b807-4a7f-930b-d8834af296fb.jpg.296x216.jpg', '新景豪庭，南向三房，中间楼层，装修好', '新景豪庭  | 3室2厅 | 119.51平米 | 南 | 其他 | 有电梯', '高楼层(共14层)2016年建塔楼  -  新塘', '287万', '单价24015元/平米')
('https://image1.ljcdn.com/440100-inspection/3e6bbfe4-f9b4-406f-a200-9b9ad3e785e8.jpg.296x216.jpg', '碧桂园凤凰城凤凰名苑 3室2厅 325万', '碧桂园凤凰城凤凰名苑  | 3室2厅 | 120.01平米 | 北 | 其他', '低楼层(共32层)塔楼  -  凤凰城', '325万', '单价27082元/平米')
('https://image1.ljcdn.com/440100-inspection/9a4b1737-7ea6-4551-84e9-3bbf15002429.jpg.296x216.jpg', '凤凰名苑 南向三房 高层望别墅景观 送车位', '碧桂园凤凰城凤凰名苑  | 3室2厅 | 110.65平米 | 南 | 其他', '高楼层(共30层)塔楼  -  凤凰城', '309万', '单价27926元/平米')
('https://image1.ljcdn.com/440100-inspection/9ec5159e-8082-4ed0-b2be-b4ed02bb13bf.jpg.296x216.jpg', '金泽豪庭 2室2厅 140万', '金泽豪庭  | 2室2厅 | 52.97平米 | 北 | 精装 | 有电梯', '低楼层(共32层)2009年建塔楼  -  新塘', '140万', '单价26431元/平米')
('https://image1.ljcdn.com/440100-inspection/80d26555-892d-4cb6-8993-576900f530bc.jpg.296x216.jpg', '合生湖山国际 2室2厅 186万', '合生湖山国际  | 2室2厅 | 89.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  凤凰城', '186万', '单价20780元/平米')
('https://image1.ljcdn.com/440100-inspection/a157c416-f775-4b64-a37b-8828272fc267.jpg.296x216.jpg', '合生湖山国际 山咏轩', '合生湖山国际  | 3室2厅 | 131.96平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2008年建塔楼  -  凤凰城', '285万', '单价21598元/平米')
('https://image1.ljcdn.com/440100-inspection/5e5902a8-28f6-440e-a7b0-442a6257547c.jpg.296x216.jpg', '凤凰城 凤仪苑 一楼带花园 光线充足', '碧桂园凤凰城凤仪苑  | 2室2厅 | 73.62平米 | 西北 | 简装 | 无电梯', '低楼层(共6层)2002年建塔楼  -  凤凰城', '230万', '单价31242元/平米')
('https://image1.ljcdn.com/440100-inspection/e0585804-c7e2-4f94-9431-4f19df78e18b.jpg.296x216.jpg', '凤凰城凤天苑 高层精装 视野无遮挡 送车位', '碧桂园凤凰城凤天苑  | 3室2厅 | 107平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2002年建塔楼  -  凤凰城', '275万', '单价25701元/平米')
('https://image1.ljcdn.com/440100-inspection/dfe2c027-92cf-4ca6-917a-e0bcc0f1bca3.jpg.296x216.jpg', '翡翠绿洲 安静大三房', '翡翠绿洲森林半岛  | 3室2厅 | 128平米 | 北 | 精装 | 有电梯', '中楼层(共9层)2011年建塔楼  -  凤凰城', '285万', '单价22266元/平米')
('https://image1.ljcdn.com/440100-inspection/49dc2250-5fe3-4d25-9e0a-cabfe2de3705.jpg.296x216.jpg', '新世界花园 精装四房改三房 可改回四房', '新塘新世界花园嘉华苑  | 3室2厅 | 124.36平米 | 北 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '220万', '单价17691元/平米')
('https://image1.ljcdn.com/440100-inspection/3a666e44-95b7-4073-aa02-5d489c07f29c.jpg.296x216.jpg', '新都盛世宏城汇 配套完善 格局方正 交通方便', '新都盛世名门宏城汇  | 2室2厅 | 76.27平米 | 北 | 其他 | 有电梯', '高楼层(共22层)2012年建塔楼  -  新塘', '193万', '单价25305元/平米')
('https://image1.ljcdn.com/440100-inspection/d80fd759-789b-495d-8404-07a534c98e6e.jpg.296x216.jpg', '翡翠绿洲 育才阳光苑 精装大三房', '翡翠绿洲育才阳光苑  | 3室2厅 | 125平米 | 东北 | 精装 | 有电梯', '低楼层(共14层)2011年建塔楼  -  凤凰城', '310万', '单价24800元/平米')
('https://image1.ljcdn.com/440100-inspection/f876ca8c-375c-4142-a933-d136edee151c.jpg.296x216.jpg', '广州海伦堡 精装修 电梯三房', '广州海伦堡  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共12层)2008年建塔楼  -  新塘', '245万', '单价22273元/平米')
('https://image1.ljcdn.com/440100-inspection/f38c5e1b-038a-47c9-ab3d-36cce2cb4ff9.jpg.296x216.jpg', '翡翠绿洲 顶层复式 东西对流', '翡翠绿洲森林半岛  | 5室2厅 | 199.14平米 | 东北 | 简装 | 有电梯', '高楼层(共15层)2011年建塔楼  -  凤凰城', '440万', '单价22096元/平米')
('https://image1.ljcdn.com/440100-inspection/6fee8af4-f252-4b2f-bf60-ae6920a2f140.jpg.296x216.jpg', '广州海伦堡 4室2厅 238万', '广州海伦堡  | 4室2厅 | 112.96平米 | 南 | 其他', '低楼层(共12层)2008年建塔楼  -  新塘', '238万', '单价21070元/平米')
('https://image1.ljcdn.com/440100-inspection/5923529d-5b70-465d-a0f6-cb1de30ce4cf.jpg.296x216.jpg', '水电二局宿舍 3室1厅 150万', '水电二局宿舍  | 3室1厅 | 73.46平米 | 南 | 其他 | 无电梯', '高楼层(共8层)板楼  -  新塘', '150万', '单价20420元/平米')
('https://image1.ljcdn.com/440100-inspection/f326f846-ef87-4570-8333-811975f51c81.jpg.296x216.jpg', '惠百氏广场 2室2厅 195万', '惠百氏广场  | 2室2厅 | 75.04平米 | 西 | 精装 | 有电梯', '中楼层(共18层)塔楼  -  新塘', '195万', '单价25987元/平米')
('https://image1.ljcdn.com/440100-inspection/6e4d1e3e-b5e0-4882-9222-48f1c67294a9.jpg.296x216.jpg', '翡翠绿洲森林半岛 2室2厅 225万', '翡翠绿洲森林半岛  | 2室2厅 | 96.12平米 | 西北 | 其他 | 有电梯', '高楼层(共21层)2011年建塔楼  -  凤凰城', '225万', '单价23409元/平米')
('https://image1.ljcdn.com/440100-inspection/699377e6-8c01-4662-957c-e3254cd81506.jpg.296x216.jpg', '新塘新世界花园嘉怡苑 3室2厅 205万', '新塘新世界花园嘉怡苑  | 3室2厅 | 94.6平米 | 南 | 其他 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '205万', '单价21671元/平米')
('https://image1.ljcdn.com/440100-inspection/3eb23cb0-7a13-4d1f-ab80-89a5f826b6c0.jpg.296x216.jpg', '锦绣天伦花园 2室2厅 175万', '锦绣天伦花园  | 2室2厅 | 75平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)塔楼  -  新塘', '175万', '单价23334元/平米')
('https://image1.ljcdn.com/440100-inspection/0755cccb-f309-44a6-a884-d6f2168a47fc.jpg.296x216.jpg', '碧桂园凤凰城凤妍苑 3室2厅 250万', '碧桂园凤凰城凤妍苑  | 3室2厅 | 99.31平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2002年建塔楼  -  凤凰城', '250万', '单价25174元/平米')
('https://image1.ljcdn.com/440100-inspection/e55c329c-96f7-4838-80ee-e9d2cc6e35de.jpg.296x216.jpg', '新塘广场 2室2厅 185万', '新塘广场  | 2室2厅 | 92.1平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2000年建塔楼  -  新塘', '185万', '单价20087元/平米')
('https://image1.ljcdn.com/440100-inspection/08023004-3082-4de6-a495-548543faafb3.jpg.296x216.jpg', '翡翠绿洲湖翠苑 3室2厅 257万', '翡翠绿洲湖翠苑  | 3室2厅 | 99.01平米 | 北 | 其他 | 有电梯', '低楼层(共24层)2011年建塔楼  -  凤凰城', '257万', '单价25957元/平米')
('https://image1.ljcdn.com/440100-inspection/c22ba1c0-e4a9-41ff-8a13-eb3c3d7a1290.jpg.296x216.jpg', '顺欣花园 4室2厅 295万', '顺欣花园  | 4室2厅 | 139.57平米 | 南 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  新塘', '295万', '单价21137元/平米')
('https://image1.ljcdn.com/440100-inspection/3c4acd84-784d-4866-bbef-cc28f8ddbb1d.jpg.296x216.jpg', '碧桂园凤凰城凤妍苑 3室2厅 285万', '碧桂园凤凰城凤妍苑  | 3室2厅 | 100.37平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '285万', '单价28395元/平米')
('https://image1.ljcdn.com/440100-inspection/73810375-8d42-4021-a1ac-433e4d357ab3.jpg.296x216.jpg', '凤锦苑 东南三房 中高层单边位 采光好', '碧桂园凤凰城凤锦苑  | 3室2厅 | 107平米 | 东南 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '280万', '单价26169元/平米')
('https://image1.ljcdn.com/440100-inspection/fe3e39f1-55f8-4370-94a6-d87efca67676.jpg.296x216.jpg', '豪进广场  南北对流 精装温馨两房', '碧桂园豪进广场  | 2室2厅 | 82.05平米 | 南 | 其他 | 有电梯', '中楼层(共30层)塔楼  -  新塘', '270万', '单价32907元/平米')
('https://image1.ljcdn.com/440100-inspection/8fc00fcc-c7eb-4ef8-984a-8c40676b4572.jpg.296x216.jpg', '新世界花园  实用方正电梯2房 空置即看', '新塘新世界花园万象苑  | 2室2厅 | 88.72平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  新塘', '215万', '单价24234元/平米')
('https://image1.ljcdn.com/440100-inspection/bd0ebc2c-4998-405b-a96d-d4b8005dd7f9.jpg.296x216.jpg', '翡翠绿洲 湖翠苑 顶层大复式 楼层高 采光通风好', '翡翠绿洲湖翠苑  | 6室3厅 | 278.5平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共24层)2011年建塔楼  -  凤凰城', '730万', '单价26212元/平米')
('https://image1.ljcdn.com/440100-inspection/32ed54ba-93bd-4269-a609-7ef42c3006ef.jpg.296x216.jpg', '力诚凯怡湾 1室1厅 85万', '力诚凯怡湾  | 1室1厅 | 39.21平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2013年建塔楼  -  新塘', '85万', '单价21679元/平米')
('https://image1.ljcdn.com/440100-inspection/49b41a68-054a-47f1-b432-be9c1a70f24b.jpg.296x216.jpg', '新塘新世界花园嘉乐苑 3室2厅 235万', '新塘新世界花园嘉乐苑  | 3室2厅 | 111.18平米 | 南 | 其他 | 无电梯', '高楼层(共6层)塔楼  -  新塘', '235万', '单价21137元/平米')
('https://image1.ljcdn.com/440100-inspection/4e4cc876-2920-43fe-8519-c12b397bfcde.jpg.296x216.jpg', '水电广场 1室1厅 112万', '水电广场  | 1室1厅 | 51.69平米 | 北 | 其他 | 有电梯', '低楼层(共23层)2015年建塔楼  -  新塘', '112万', '单价21668元/平米')
('https://image1.ljcdn.com/440100-inspection/b90eccdf-0f9e-4b3c-a252-81236e0bef6f.jpg.296x216.jpg', '翡翠绿洲森林半岛 3室2厅 225万', '翡翠绿洲森林半岛  | 3室2厅 | 93平米 | 东 西 | 其他 | 有电梯', '中楼层(共24层)2011年建塔楼  -  凤凰城', '225万', '单价24194元/平米')
('https://image1.ljcdn.com/440100-inspection/0d7b2e26-66e1-42d6-86b0-9d81c498dccb.jpg.296x216.jpg', '新世界嘉乐苑两房两厅精装保养新', '新塘新世界花园嘉乐苑  | 2室2厅 | 78.54平米 | 东北 | 精装 | 无电梯', '中楼层(共6层)塔楼  -  新塘', '180万', '单价22919元/平米')
('https://image1.ljcdn.com/440100-inspection/703b984f-df7b-4066-8e69-b52b1839452e.jpg.296x216.jpg', '新塘新世界花园嘉华苑 2室2厅 155万', '新塘新世界花园嘉华苑  | 2室2厅 | 73.31平米 | 南 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  新塘', '155万', '单价21144元/平米')
('https://image1.ljcdn.com/440100-inspection/5ed3cd3a-1b6e-40ca-a6dd-08c8d3546888.jpg.296x216.jpg', '锦绣新天地 2室2厅 173万', '锦绣新天地  | 2室2厅 | 83平米 | 北 | 毛坯 | 有电梯', '低楼层(共11层)2007年建塔楼  -  新塘', '173万', '单价20844元/平米')
('https://image1.ljcdn.com/440100-inspection/226d2b42-99d8-4947-aad3-dbf47b0ca0de.jpg.296x216.jpg', '新塘新世界花园万象苑 2室1厅 215万', '新塘新世界花园万象苑  | 2室1厅 | 78平米 | 北 | 其他 | 有电梯', '中楼层(共16层)2009年建塔楼  -  新塘', '215万', '单价27565元/平米')
('https://image1.ljcdn.com/440100-inspection/2ba446ec-d908-4658-a251-37375af4b01e.jpg.296x216.jpg', '豪进山湖珺璟 3室2厅 265万', '豪进山湖珺璟  | 3室2厅 | 94.79平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建塔楼  -  新塘', '265万', '单价27957元/平米')
('https://image1.ljcdn.com/440100-inspection/1f981011-ae64-40f4-aa86-4c3494634653.jpg.296x216.jpg', '翡翠绿洲 森林半岛 精装大三房', '翡翠绿洲森林半岛  | 3室2厅 | 166.99平米 | 北 | 其他 | 有电梯', '中楼层(共9层)2011年建塔楼  -  凤凰城', '350万', '单价20960元/平米')
('https://image1.ljcdn.com/440100-inspection/ced0ff82-24b6-4425-b353-d53a0079c42d.jpg.296x216.jpg', '碧桂园凤凰城凤晴苑 2室2厅 218万', '碧桂园凤凰城凤晴苑  | 2室2厅 | 87.68平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)塔楼  -  凤凰城', '218万', '单价24864元/平米')
('https://image1.ljcdn.com/440100-inspection/9a8278f9-6f76-411e-8d78-43276dded13d.jpg.296x216.jpg', '森林半岛看花园单位 花园中间位置 采光好', '翡翠绿洲森林半岛  | 3室2厅 | 146平米 | 东 西 | 精装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  凤凰城', '340万', '单价23288元/平米')
('https://image1.ljcdn.com/440100-inspection/eb8d15c6-743a-43af-af5b-b9523806d7f0.jpg.296x216.jpg', '碧桂园凤凰城 凤馨苑 两房两卫 送车位', '碧桂园凤凰城凤馨苑  | 2室2厅 | 98.61平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '235万', '单价23832元/平米')
('https://image1.ljcdn.com/440100-inspection/5b65da78-13d4-409f-8de1-92663798fdaa.jpg.296x216.jpg', '碧桂园 凤岭苑大三电梯房', '碧桂园凤凰城凤岭苑  | 3室2厅 | 142.96平米 | 西北 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  凤凰城', '320万', '单价22384元/平米')
('https://image1.ljcdn.com/440100-inspection/a07caaa2-5fbf-4309-bbac-36d1edc30236.jpg.296x216.jpg', '凤馨苑   精装3房   带产权车位', '碧桂园凤凰城凤馨苑  | 3室2厅 | 95.96平米 | 西 | 精装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  凤凰城', '260万', '单价27095元/平米')
('https://image1.ljcdn.com/440100-inspection/test-5ea4fac6-8f60-4675-a1c0-2a4e9a77032c.png.296x216.jpg', '翡翠绿洲 东向新三房', '翡翠绿洲湖绣苑  | 3室2厅 | 103.72平米 | 东 | 其他 | 有电梯', '中楼层(共25层)2011年建塔楼  -  凤凰城', '270万', '单价26032元/平米')
('https://image1.ljcdn.com/440100-inspection/511aa0f5-a7d2-4896-a4c2-be2e55aea737.jpg.296x216.jpg', '凤凰城 凤馨苑 精装3房', '碧桂园凤凰城凤馨苑  | 3室2厅 | 100.55平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '285万', '单价28345元/平米')
('https://image1.ljcdn.com/440100-inspection/d0e28bb8-34af-4cec-b488-0039ac64b9e4.jpg.296x216.jpg', '新康花园 3房2阳台 安静望花园', '新康花园  | 3室2厅 | 107平米 | 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  新塘', '185万', '单价17290元/平米')
('https://image1.ljcdn.com/440100-inspection/7f4f5160-f47a-4d2d-bb49-1132dd0a7d10.jpg.296x216.jpg', '凤凰城凤馨苑 精装三房', '碧桂园凤凰城凤馨苑  | 3室2厅 | 96平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2002年建塔楼  -  凤凰城', '230万', '单价23959元/平米')
('https://image1.ljcdn.com/440100-inspection/7f54e661-fe6b-40b3-b3da-e76c0a945d13.jpg.296x216.jpg', '凤凰城三层半联排别墅 单边位采光好', '碧桂园凤凰城凤泉苑   | 独栋别墅 | 4室2厅 | 160平米 | 北 | 其他 | 无电梯', '1层2002年建暂无数据  -  凤凰城', '480万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/1cc25d8b-66ec-4ff2-b9b5-192f84f65b64.jpg.296x216.jpg', '凤馨苑 高楼层三房 中间位置 带车位', '碧桂园凤凰城凤馨苑  | 3室2厅 | 98平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '275万', '单价28062元/平米')
('https://image1.ljcdn.com/440100-inspection/575507e0-149d-4ab9-9535-ebb64c2f957f.jpg.296x216.jpg', '凤凰城凤锦苑  南向3房  保养好', '碧桂园凤凰城凤锦苑  | 3室2厅 | 105平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2002年建塔楼  -  凤凰城', '265万', '单价25239元/平米')
('https://image1.ljcdn.com/440100-inspection/05f37c83-63e3-4263-8b8d-4c2404f2fe33.jpg.296x216.jpg', '凤馨苑 精装三房 视野好 通风', '碧桂园凤凰城凤馨苑  | 3室2厅 | 95.54平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  凤凰城', '245万', '单价25644元/平米')
('https://image1.ljcdn.com/440100-inspection/8504426e-ed54-4b35-8e66-01442e1a7aaf.jpg.296x216.jpg', '翡翠绿洲 森林半岛 南向四房', '翡翠绿洲森林半岛  | 4室1厅 | 185.01平米 | 南 | 其他 | 有电梯', '中楼层(共12层)2011年建塔楼  -  凤凰城', '430万', '单价23242元/平米')
