('https://image1.ljcdn.com/440100-inspection/6041f7ad-fc9d-431d-b322-271380747104.jpg.296x216.jpg', '小康人家 2室2厅 360万', '小康人家  | 2室2厅 | 89.76平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  坑口', '360万', '单价40107元/平米')
('https://image1.ljcdn.com/440100-inspection/e880b043-0946-4862-8561-88b97a242338.jpg.296x216.jpg', '逸彩新世界 新静3房 望花园 厅出阳台', '新世界逸彩庭园A区  | 3室2厅 | 80平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2007年建塔楼  -  滘口', '340万', '单价42500元/平米')
('https://image1.ljcdn.com/440100-inspection/fae84c96-5f4a-475b-87be-b0ebb9e2857e.jpg.296x216.jpg', '环市西苑高层两房', '富力环市西苑  | 2室2厅 | 70平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2000年建塔楼  -  西村', '330万', '单价47143元/平米')
('https://image1.ljcdn.com/440100-inspection/34222cb1-16ba-4dcc-ada4-39f1615e4140.jpg.296x216.jpg', '荔湾路 低层二楼 方正两房', '荔湾路  | 2室1厅 | 57.42平米 | 东北 南 | 简装 | 无电梯', '中楼层(共9层)塔楼  -  陈家祠', '178万', '单价31000元/平米')
('https://image1.ljcdn.com/440100-inspection/152c7857-7a76-452b-9cb4-71dfc7b1793c.jpg.296x216.jpg', '上九东街 低层楼梯两房 通风采光好', '上九路上九东街  | 2室1厅 | 47.69平米 | 西南 | 简装', '低楼层(共9层)塔楼  -  人民路', '150万', '单价31454元/平米')
('https://image1.ljcdn.com/440100-inspection/9f09c7ff-e169-4cba-a648-9875cafa3625.jpg.296x216.jpg', '西华苑 顶层复式 通透对流户型', '西华苑  | 2室2厅 | 130.17平米 | 东北 | 简装', '高楼层(共21层)2002年建塔楼  -  荔湾路', '530万', '单价40716元/平米')
('https://image1.ljcdn.com/440100-inspection/9af6103c-3878-48a5-ae8f-1a82670b8536.jpg.296x216.jpg', '东浚荔景苑 电梯两房', '东浚荔景苑  | 2室1厅 | 60.54平米 | 西南 | 简装 | 有电梯', '高楼层(共37层)1998年建塔楼  -  中山八', '265万', '单价43773元/平米')
('https://image1.ljcdn.com/440100-inspection/6a2c72e3-4269-469c-b5ac-e047bc8d45cf.jpg.296x216.jpg', '侨东小区 低层单位 东南北靓向', '桥东小区  | 2室1厅 | 60平米 | 北 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  滘口', '180万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/03d80705-4a07-4ce6-86bd-86fbc960fda5.jpg.296x216.jpg', '润盛花苑 电梯高层 4房带主套 保养好', '润盛花苑  | 4室2厅 | 126.76平米 | 东南 | 其他 | 有电梯', '高楼层(共15层)1999年建塔楼  -  滘口', '420万', '单价33134元/平米')
('https://image1.ljcdn.com/440100-inspection/b1e0989b-a8e0-4c81-adf2-78335f378cc1.jpg.296x216.jpg', '龙津西路 司法大厦 电梯实用四房', '司法大厦  | 4室2厅 | 131平米 | 西南 | 其他 | 有电梯', '高楼层(共24层)1998年建塔楼  -  西关', '580万', '单价44275元/平米')
('https://image1.ljcdn.com/440100-inspection/2a558a55-7872-4bb8-9018-e2a3e9314d84.jpg.296x216.jpg', '怡芳苑 楼梯2房 地铁一号线芳村站', '怡芳苑  | 2室1厅 | 62平米 | 南 | 其他 | 无电梯', '中楼层(共9层)1995年建塔楼  -  花地大道', '220万', '单价35484元/平米')
('https://image1.ljcdn.com/440100-inspection/fb401a84-147d-4778-8846-362b2a29c8ce.jpg.296x216.jpg', '宝华路  两房一厅 两房全明屋 可改三房 南向厅出阳台', '文昌南路宝华南一巷  | 2室1厅 | 50.49平米 | 南 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  西关', '150万', '单价29709元/平米')
('https://image1.ljcdn.com/440100-inspection/89851c4b-1173-4ca2-bcbb-040368aa15de.jpg.296x216.jpg', '长寿路地铁  马赛克外墙  精装四房', '耀华社区存善正街  | 4室2厅 | 92.49平米 | 东南 | 精装 | 无电梯', '中楼层(共9层)2001年建塔楼  -  西关', '319万', '单价34491元/平米')
('https://image1.ljcdn.com/440100-inspection/8e2ccbbc-d39c-4d22-ab5a-ab8964869bf4.jpg.296x216.jpg', '蓬莱路中层两房 东南向 带装修', '蓬莱路蓬莱西大街  | 2室1厅 | 68平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)塔楼  -  黄沙', '200万', '单价29412元/平米')
('https://image1.ljcdn.com/440100-inspection/2fbc423d-9100-4076-8397-11b1dace8a3a.jpg.296x216.jpg', '恒荔湾畔 望醉观公园 电梯2房', '恒荔湾畔  | 2室2厅 | 75平米 | 南 | 简装 | 有电梯', '中楼层(共31层)2008年建塔楼  -  芳村大道', '370万', '单价49334元/平米')
('https://image1.ljcdn.com/440100-inspection/ddf4031c-7e27-423b-b233-bb9784e14a9c.jpg.296x216.jpg', '芳雅苑 幽静小区 高层3房 通风采光好', '芳雅苑  | 3室1厅 | 76.63平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  滘口', '210万', '单价27405元/平米')
('https://image1.ljcdn.com/440100-inspection/b12a6506-a17c-410b-978a-8ccebae411aa.jpg.296x216.jpg', '荣芳街 双地铁交汇 成熟配套', '鹤洞路荣芳街  | 2室1厅 | 65.45平米 | 南 | 其他 | 无电梯', '中楼层(共9层)塔楼  -  鹤洞', '206万', '单价31475元/平米')
('https://image1.ljcdn.com/440100-inspection/4379d957-33e1-4481-980b-030ad722b937.JPG.296x216.jpg', '保利塞纳维拉 3室2厅 320万', '保利塞纳维拉  | 3室2厅 | 96平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2015年建塔楼  -  龙溪', '320万', '单价33334元/平米')
('https://image1.ljcdn.com/440100-inspection/85dfd8fd-068f-4d43-8e0f-c888530b7a22.jpg.296x216.jpg', '涌边一马路 宜居实用两房 采光好 双阳台', '涌边一马路  | 2室2厅 | 74平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  黄沙', '197万', '单价26622元/平米')
('https://image1.ljcdn.com/440100-inspection/7b7f3f48-6429-42fa-8a2d-756cdc2fbe29.jpg.296x216.jpg', '华贵路 实用两房 通风采光好', '华贵路  | 2室1厅 | 42.24平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)板楼  -  西关', '155万', '单价36696元/平米')
('https://image1.ljcdn.com/440100-inspection/5a830b4d-cfe0-41ea-8897-d5bb8a4969d0.jpg.296x216.jpg', '新世界逸彩庭园G区 2室1厅 300万', '新世界逸彩庭园G区  | 2室1厅 | 78.89平米 | 西南 | 精装 | 有电梯', '中楼层(共18层)2007年建塔楼  -  滘口', '300万', '单价38028元/平米')
('https://image1.ljcdn.com/440100-inspection/37dcc246-a2d5-4647-a7d1-92c6ceb97e58.jpg.296x216.jpg', '富力广场S区 南北向四房 精致装修', '富力广场S区  | 4室2厅 | 162平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2005年建塔楼  -  中山八', '880万', '单价54321元/平米')
('https://image1.ljcdn.com/440100-inspection/0698e373-bf77-4dfb-af5a-04e7409c2c6c.jpg.296x216.jpg', '新世界逸彩庭园 方正三房 通风好交通方便', '新世界逸彩庭园E区  | 3室1厅 | 126平米 | 西北 | 其他 | 有电梯', '中楼层(共20层)2007年建塔楼  -  滘口', '490万', '单价38889元/平米')
('https://image1.ljcdn.com/440100-inspection/162f7256-c040-4541-8785-ad3fb2968410.JPG.296x216.jpg', '花地河湾 带私家花园 复式住宅 双地铁', '花地河湾  | 4室2厅 | 84.19平米 | 东 西 | 其他 | 有电梯', '低楼层(共22层)2009年建塔楼  -  东塱', '380万', '单价45137元/平米')
('https://image1.ljcdn.com/440100-inspection/23f45d84-af43-4dbe-9039-3421e637a25b.jpg.296x216.jpg', '花地河湾 复式五房 户型方正实用', '花地河湾  | 5室2厅 | 80平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2009年建塔楼  -  东塱', '300万', '单价37500元/平米')
('https://image1.ljcdn.com/440100-inspection/53a14660-10df-49ea-bd34-a1603d1f8ffa.jpg.296x216.jpg', '珠岛花园 复式 三房一厅', '珠岛花园  | 3室1厅 | 117.32平米 | 东 西 | 简装 | 有电梯', '中楼层(共17层)1995年建塔楼  -  大坦沙', '406万', '单价34607元/平米')
('https://image1.ljcdn.com/440100-inspection/8f668f9e-e888-4b9f-8141-7a752786a692.jpg.296x216.jpg', '华贵路 高层精致1房 南向', '华贵路  | 1室1厅 | 36.95平米 | 南 | 其他 | 无电梯', '高楼层(共9层)塔楼  -  西关', '120万', '单价32477元/平米')
('https://image1.ljcdn.com/440100-inspection/c4077331-bec7-4d24-b3d5-38ef030a33b8.JPG.296x216.jpg', '元邦明月星辉 1室1厅 215万', '元邦明月星辉  | 1室1厅 | 42.24平米 | 东 | 其他 | 有电梯', '低楼层(共27层)2011年建塔楼  -  西关', '215万', '单价50900元/平米')
('https://image1.ljcdn.com/440100-inspection/d0903700-a590-48c2-892d-1c9af59d9137.JPG.296x216.jpg', '光复北路 马赛克外墙 楼龄新 通风采光好', '光复北路  | 1室0厅 | 28.08平米 | 东 | 简装 | 无电梯', '高楼层(共9层)1992年建塔楼  -  陈家祠', '98万', '单价34901元/平米')
('https://image1.ljcdn.com/440100-inspection/0da95c39-e0e0-4d74-aea4-0399c0de6dc6.jpg.296x216.jpg', '环翠园 1室2厅 140万', '环翠园  | 1室2厅 | 44.49平米 | 东南 | 其他 | 无电梯', '高楼层(共9层)1994年建塔楼  -  南岸路', '140万', '单价31468元/平米')
('https://image1.ljcdn.com/440100-inspection/5dc709da-1cbd-4757-ac0f-88e2640e29c3.jpg.296x216.jpg', '市政宿舍 2室2厅 187万', '市政宿舍  | 2室2厅 | 62.46平米 | 北 | 其他', '高楼层(共8层)1999年建塔楼  -  滘口', '187万', '单价29940元/平米')
('https://image1.ljcdn.com/440100-inspection/b496ba5a-fec1-45f6-a75e-801160e5a597.jpg.296x216.jpg', '城启十三行 四房两厅 南北对流', '城启十三行广场  | 4室2厅 | 188.26平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2000年建塔楼  -  人民路', '800万', '单价42495元/平米')
('https://image1.ljcdn.com/440100-inspection/922d77df-3554-4763-979b-1a801be084cd.jpg.296x216.jpg', '华业里 小别墅  交通便利', '西增路华业里   | 独栋别墅 | 3室2厅 | 96平米 | 东南 | 其他 | 无电梯', '1层暂无数据  -  西村', '500万', '单价52084元/平米')
('https://image1.ljcdn.com/440100-inspection/d838499a-484b-40a4-9461-d02acac39664.jpg.296x216.jpg', '珠岛花园 复式五房  南北对流', '珠岛花园  | 5室2厅 | 209.72平米 | 南 北 | 精装 | 无电梯', '低楼层(共9层)1995年建塔楼  -  大坦沙', '660万', '单价31471元/平米')
('', '恒荔湾畔 电梯东南向 少有放盘', '恒荔湾畔  | 3室2厅 | 120平米 | 东南 | 简装 | 有电梯', '中楼层(共31层)2008年建塔楼  -  芳村大道', '630万', '单价52500元/平米')
('https://image1.ljcdn.com/440100-inspection/d89ad91b-aa41-4b01-aaf5-f7beec97be1d.jpg.296x216.jpg', '老西关大面积私房 近地铁 近上下九', '德星路   | 独栋别墅 | 3室3厅 | 213平米 | 南 | 其他', '1层暂无数据  -  人民路', '480万', '单价22536元/平米')
('https://image1.ljcdn.com/440100-inspection/e614d376-4331-46cc-8aca-812e09fe8fa9.jpg.296x216.jpg', '黄沙地铁站 双地铁  低层三房 通风采光好', '丛桂路丛福里  | 3室1厅 | 97平米 | 南 | 其他 | 无电梯', '中楼层(共5层)板楼  -  黄沙', '260万', '单价26805元/平米')
('https://image1.ljcdn.com/440100-inspection/e2d093d1-2645-4dc7-bdc4-8c4937901a00.jpg.296x216.jpg', '西华路 大三房 装修好 户型方正', '西华路  | 3室2厅 | 118平米 | 南 北 | 简装 | 无电梯', '高楼层(共9层)塔楼  -  西华路', '340万', '单价28814元/平米')
('https://image1.ljcdn.com/440100-inspection/f69548e1-2fa6-4011-8407-ab2a99429ce3.jpg.296x216.jpg', '何济公大厦 电梯三房 配套成熟', '何济公大厦  | 3室2厅 | 99.14平米 | 南 | 简装', '高楼层(共15层)2004年建塔楼  -  荔湾路', '450万', '单价45391元/平米')
('https://image1.ljcdn.com/440100-inspection/b4a81b64-3093-44c1-b974-7ac80d775efe.jpg.296x216.jpg', '新装修 低层3房 光线明亮', '芳村大道东墩头  | 3室2厅 | 81平米 | 东南 | 其他 | 无电梯', '低楼层(共9层)塔楼  -  芳村大道', '230万', '单价28396元/平米')
('https://image1.ljcdn.com/440100-inspection/8d3216eb-4844-44b6-8aa4-ba57015d5cec.jpg.296x216.jpg', '瑞安花园5号线滘口站 够5年', '瑞安花园（佛山南海）  | 2室2厅 | 68.66平米 | 北 | 简装 | 有电梯', '中楼层(共31层)2010年建塔楼  -  滘口', '205万', '单价29858元/平米')
('https://image1.ljcdn.com/440100-inspection/4bcaee8e-b0c3-4bc3-9cd2-52915993c639.jpg.296x216.jpg', '荔港南湾 宽大两房 采光好', '荔港南湾  | 2室1厅 | 76平米 | 西南 | 其他 | 有电梯', '中楼层(共25层)1999年建塔楼  -  南岸路', '305万', '单价40132元/平米')
('https://image1.ljcdn.com/440100-inspection/3388d129-4855-4375-b1ce-1acfcb98ad4a.jpg.296x216.jpg', '花地湾招村新街 地铁一号 中层单间', '花地大道中招村新街  | 1室0厅 | 29.32平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)塔楼  -  花地大道', '90万', '单价30696元/平米')
('https://image1.ljcdn.com/440100-inspection/497c2cbf-77e0-4fa3-9109-49e7dcf784a9.jpg.296x216.jpg', '恩宁路 低层一房一厅', '恩宁路  | 1室1厅 | 45.56平米 | 东 | 简装', '中楼层(共4层)板楼  -  西关', '140万', '单价30729元/平米')
('https://image1.ljcdn.com/440100-inspection/8ee86f48-f716-408e-8cea-3adc7ae85984.jpg.296x216.jpg', '黄沙地铁 实用一房', '黄沙大道  | 1室0厅 | 19.65平米 | 北 | 其他 | 无电梯', '中楼层(共7层)1991年建塔楼  -  黄沙', '55万', '单价27990元/平米')
('https://image1.ljcdn.com/440100-inspection/5e8aa3d3-62da-4c94-9a4e-da67a0602472.jpg.296x216.jpg', '沙涌路 一房一厅 交通便利 保养好', '沙涌新村  | 1室1厅 | 36平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1995年建塔楼  -  鹤洞', '92万', '单价25556元/平米')
('https://image1.ljcdn.com/440100-inspection/e9d28505-6570-4c16-8877-4639982cd689.jpg.296x216.jpg', '富力广场 T区 实用单间 有阳台', '富力广场T区  | 1室0厅 | 34平米 | 西 | 简装 | 有电梯', '高楼层(共25层)2005年建塔楼  -  中山八', '198万', '单价58236元/平米')
('https://image1.ljcdn.com/440100-inspection/1cb9bbac-c7b2-499c-b7d1-1a6ca69fce66.jpg.296x216.jpg', '西关尚品 1房0厅 55万元  公寓 非住宅 可个人买卖', '西关尚品  | 1室0厅 | 21平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2001年建塔楼  -  西关', '55万', '单价26191元/平米')
('https://image1.ljcdn.com/440100-inspection/71029261-3a23-4ccd-9a48-f43125660899.jpg.296x216.jpg', '环市西路 低层一房一厅', '环市西路黑山北街  | 1室1厅 | 49.6平米 | 西 | 其他 | 无电梯', '低楼层(共8层)塔楼  -  流花站前', '150万', '单价30242元/平米')
('https://image1.ljcdn.com/440100-inspection/3728456c-99e0-4ef2-85a2-f16cfc0584f5.jpg.296x216.jpg', '西关尚品 装修新净 小户型', '西关尚品  | 1室0厅 | 29.9平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2001年建塔楼  -  西关', '65万', '单价21740元/平米')
('https://image1.ljcdn.com/440100-inspection/66237b24-6a78-4a4a-a502-84f64f46b8a5.jpg.296x216.jpg', '美荔心筑 1室0厅 120万', '美荔心筑  | 1室0厅 | 22平米 | 东 | 其他 | 有电梯', '中楼层(共25层)2003年建塔楼  -  陈家祠', '120万', '单价54546元/平米')
('https://image1.ljcdn.com/440100-inspection/6244e5f6-502e-44e8-82eb-3d07a5ea7e9a.jpg.296x216.jpg', '黄沙大道 中层3房', '黄沙大道  | 3室1厅 | 87.6平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1991年建塔楼  -  黄沙', '268万', '单价30594元/平米')
('https://image1.ljcdn.com/440100-inspection/eb82dd17-0684-48be-99cf-55253cd97d87.jpg.296x216.jpg', '林业厅宿舍 电梯精装三房 住家舒适', '林业厅宿舍  | 3室2厅 | 105.3平米 | 东北 | 简装 | 有电梯', '高楼层(共9层)1999年建塔楼  -  中山八', '450万', '单价42736元/平米')
('https://image1.ljcdn.com/440100-inspection/dcea44c2-e3d4-41b4-a5cc-94faf62e13e6.jpg.296x216.jpg', '观湖雅轩 中层方正三房  厅出阳台 视野开阔 交通便利', '观湖雅轩  | 3室2厅 | 97平米 | 西北 | 简装 | 有电梯', '中楼层(共16层)1999年建塔楼  -  荔湾路', '420万', '单价43299元/平米')
('https://image1.ljcdn.com/440100-inspection/d84d2b2f-8024-4c75-9bac-689510328212.jpg.296x216.jpg', '隆城大厦 交通便利', '隆城大厦  | 2室1厅 | 57.05平米 | 北 | 其他 | 有电梯', '低楼层(共28层)2000年建塔楼  -  中山八', '275万', '单价48204元/平米')
('https://image1.ljcdn.com/440100-inspection/c6996ccf-2fdb-48c9-a6e2-ebb09a7e9d4a.jpg.296x216.jpg', '中山七路中层三房', '中山七路锦龙北街  | 2室1厅 | 74平米 | 南 | 简装 | 有电梯', '中楼层(共9层)塔楼  -  陈家祠', '349万', '单价47163元/平米')
('https://image1.ljcdn.com/440100-inspection/fa2f8521-3259-4d5c-8590-76575460e1ff.jpg.296x216.jpg', '隆城大厦 交通便利', '隆城大厦  | 1室1厅 | 61.73平米 | 西 | 其他 | 有电梯', '低楼层(共28层)2000年建塔楼  -  中山八', '275万', '单价44549元/平米')
('https://image1.ljcdn.com/440100-inspection/bb45cd3a-d113-4a6d-81ae-6baed5e8031e.jpg.296x216.jpg', '荣芳阁 精装修 间隔实用 采光好', '荣芳阁  | 2室1厅 | 61.6平米 | 东 | 简装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  鹤洞', '170万', '单价27598元/平米')
('https://image1.ljcdn.com/440100-inspection/5f0a8e2d-b036-4504-8b90-fe82a1a943c7.jpg.296x216.jpg', '珠岛花园 实用两房 户型方正 通风采光好', '珠岛花园  | 2室2厅 | 85.5平米 | 东 | 其他 | 有电梯', '高楼层(共25层)1995年建塔楼  -  大坦沙', '342万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/fdabccc8-ae87-4611-815f-fefdc622b3b3.jpg.296x216.jpg', '荔尚国际 两房一厅 环境安静舒适', '荔尚国际  | 2室1厅 | 59.77平米 | 西 | 其他 | 有电梯', '高楼层(共17层)2008年建塔楼  -  西关', '310万', '单价51866元/平米')
('https://image1.ljcdn.com/440100-inspection/3cc7b6e1-6fff-4cbc-8a2a-8fca402c9177.jpg.296x216.jpg', '环境安静 间隔实用', '金翠苑  | 3室2厅 | 89.75平米 | 东南 | 精装 | 无电梯', '高楼层(共9层)塔楼  -  南岸路', '230万', '单价25627元/平米')
('https://image1.ljcdn.com/440100-inspection/d08746ee-2439-4752-ba4a-52bf0da3fbb2.jpg.296x216.jpg', '芳村大道西 低层两房 旧装修 保养好', '芳村大道西  | 2室1厅 | 71.67平米 | 东南 | 其他 | 无电梯', '中楼层(共9层)1988年建塔楼  -  滘口', '180万', '单价25116元/平米')
('https://image1.ljcdn.com/440100-inspection/f89f6066-e0bf-4765-b0cf-e29dd488feea.JPG.296x216.jpg', '逢源路 低层2房 住家装修', '逢源轩  | 2室1厅 | 67.2平米 | 东 | 其他 | 有电梯', '低楼层(共32层)2008年建塔楼  -  西关', '365万', '单价54316元/平米')
('https://image1.ljcdn.com/440100-inspection/9d0b569b-f306-44ea-bf37-a47f5e2db0c9.jpg.296x216.jpg', '恒荔湾畔 景观园林大两房 交通方便', '恒荔湾畔  | 2室2厅 | 91平米 | 北 | 其他 | 有电梯', '高楼层(共31层)2008年建塔楼  -  芳村大道', '450万', '单价49451元/平米')
('https://image1.ljcdn.com/440100-inspection/0793fef7-0e71-4510-8bb5-41c358441ce8.jpg.296x216.jpg', '中层电梯楼南向望花园', '新世界凯粤湾  | 2室1厅 | 75.61平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2014年建塔楼  -  滘口', '360万', '单价47613元/平米')
('https://image1.ljcdn.com/440100-inspection/c16a0716-242a-4245-b76a-8203f74358e3.jpg.296x216.jpg', '荔港南湾 实用四房 厅出大阳台 视野开', '荔港南湾  | 3室2厅 | 112平米 | 东 | 精装 | 有电梯', '低楼层(共25层)1999年建塔楼  -  南岸路', '448万', '单价40000元/平米')
