('https://image1.ljcdn.com/440100-inspection/e0df61a8-104b-4ab7-9c42-4a78695b301f.jpg.296x216.jpg', '中层 南向 全线江景 二沙岛园景 小蛮腰夜景', '碧海湾  | 6室2厅 | 370.12平米 | 东南 | 精装 | 有电梯', '中楼层(共28层)2003年建塔楼  -  珠江新城西', '2670万', '单价72139元/平米')
('https://image1.ljcdn.com/440100-inspection/f4c9956a-d574-4641-b718-3c6d294e8aa6.jpg.296x216.jpg', '嘉逸花园 电梯高层 精装一房 南向景观好', '嘉逸花园  | 1室0厅 | 43平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2005年建塔楼  -  东莞庄', '200万', '单价46512元/平米')
('https://image1.ljcdn.com/440100-inspection/test-ed0be25b-1366-4bde-8789-3c6c30cd8e9c.png.296x216.jpg', '富力天朗明居 实用大两房 厅直出阳台', '富力天朗明居S区  | 2室2厅 | 84.93平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2001年建塔楼  -  棠下', '355万', '单价41800元/平米')
('https://image1.ljcdn.com/440100-inspection/084b8b44-a1b6-43c2-a7fd-e56be80b50b7.jpg.296x216.jpg', '贤人阁 精致装修 温馨两房', '贤人阁  | 2室1厅 | 64.26平米 | 东北 | 精装 | 有电梯', '中楼层(共22层)1997年建塔楼  -  龙口西', '420万', '单价65360元/平米')
('https://image1.ljcdn.com/440100-inspection/13caf1c4-8d8f-4dee-93a1-abb07d80d672.jpg.296x216.jpg', '碧海湾 一房一厅 落地玻璃窗 采光明亮', '碧海湾  | 1室1厅 | 60平米 | 西北 | 简装 | 有电梯', '中楼层(共28层)2003年建塔楼  -  珠江新城西', '500万', '单价83334元/平米')
('https://image1.ljcdn.com/440100-inspection/56051069-002f-415e-a1e8-7642f011bb0f.jpg.296x216.jpg', '棠德花园 实用两房 户型方正', '棠德花园  | 2室1厅 | 56平米 | 南 | 简装 | 无电梯', '低楼层(共9层)2000年建塔楼  -  棠下', '200万', '单价35715元/平米')
('https://image1.ljcdn.com/440100-inspection/0ec45e46-1403-490f-93a1-066a351b8785.jpg.296x216.jpg', '中兴花园 东向一房 装修保养', '中兴花园二期  | 1室1厅 | 56平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2001年建塔楼  -  东圃', '235万', '单价41965元/平米')
('https://image1.ljcdn.com/440100-inspection/64cb216f-95b8-430d-8664-64865ad9a234.jpg.296x216.jpg', '史丹尼公寓 南向精装1房 装修漂亮', '富力盈力大厦  | 1室1厅 | 56.15平米 | 南 西 | 精装 | 有电梯', '高楼层(共30层)2005年建塔楼  -  珠江新城西', '220万', '单价39181元/平米')
('https://image1.ljcdn.com/440100-inspection/3eac4809-9924-4bfe-94ee-a680a1b32c25.jpg.296x216.jpg', '保利中辰 精装两房 厅出阳台 装修保养好', '保利中辰广场  | 2室1厅 | 82平米 | 北 | 其他 | 有电梯', '中楼层(共27层)2012年建塔楼  -  龙口西', '610万', '单价74391元/平米')
('https://image1.ljcdn.com/440100-inspection/8acfdd54-d5ef-4187-bb5b-7b3a61e4f1c7.jpg.296x216.jpg', '金鼎大厦 2室1厅 358万', '金鼎大厦  | 2室1厅 | 59.48平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)1998年建塔楼  -  天润路', '358万', '单价60189元/平米')
('https://image1.ljcdn.com/440100-inspection/e47b0c6d-6a4b-464a-b183-faf3208303ed.jpg.296x216.jpg', '华景新城 陶然庭园 电梯两房 户型方正 视野开阔', '华景新城陶然庭园  | 2室2厅 | 75.88平米 | 北 | 简装 | 有电梯', '中楼层(共35层)2007年建塔楼  -  华景新城', '410万', '单价54033元/平米')
('https://image1.ljcdn.com/440100-inspection/d49c64fd-f1d1-48b5-b5f4-135ce3e4248c.jpg.296x216.jpg', '棠德花园 正规两房 中楼层', '棠德花园  | 2室1厅 | 60.5平米 | 东 | 简装 | 无电梯', '中楼层(共9层)1997年建塔楼  -  棠下', '220万', '单价36364元/平米')
('https://image1.ljcdn.com/440100-inspection/96e8f8db-8718-4145-a69a-a036fa885c06.jpg.296x216.jpg', '中海康城 北向两房 实用户型 高层采光好', '中海康城  | 2室1厅 | 76平米 | 北 | 简装 | 有电梯', '高楼层(共21层)2002年建塔楼  -  黄村', '305万', '单价40132元/平米')
('https://image1.ljcdn.com/440100-inspection/c54581c6-e167-4b83-8959-3fe21a6f4e42.jpg.296x216.jpg', '喜洋居 方正一房一厅 安静舒适', '喜洋居  | 1室1厅 | 38.92平米 | 东南 | 精装 | 有电梯', '高楼层(共21层)2006年建塔楼  -  华景新城', '230万', '单价59096元/平米')
('', '华景新城 安静南向四房 电梯高层视野开阔', '华景新城逸致居  | 4室2厅 | 172平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2000年建塔楼  -  华景新城', '920万', '单价53489元/平米')
('https://image1.ljcdn.com/440100-inspection/33114600-ef51-45cb-83aa-8ccd23ff2330.jpg.296x216.jpg', '天河路天俊阁 实用舒适单位 配套完善', '天俊阁  | 3室2厅 | 147平米 | 西北 | 简装 | 有电梯', '中楼层(共32层)1997年建塔楼  -  体育中心', '800万', '单价54422元/平米')
('https://image1.ljcdn.com/440100-inspection/8c86351b-11b2-4da0-81a1-b4cf3092f261.jpg.296x216.jpg', '中海康城 精装三房 地铁口物业', '中海康城  | 3室2厅 | 110.98平米 | 北 | 其他 | 有电梯', '低楼层(共12层)2002年建塔楼  -  黄村', '415万', '单价37395元/平米')
('https://image1.ljcdn.com/440100-inspection/a3a633ac-b8a5-47a4-b013-2725ac5aea26.jpg.296x216.jpg', '隆基怡苑 电梯正规三房', '隆基怡苑  | 3室2厅 | 90平米 | 东 | 精装 | 有电梯', '高楼层(共17层)1999年建塔楼  -  沙太南', '345万', '单价38334元/平米')
('https://image1.ljcdn.com/440100-inspection/27081445-eac5-4bc6-97f6-1e1783e76cf2.jpg.296x216.jpg', '怡康阁 电梯三房  户型方正', '南兴花园  | 3室2厅 | 92.46平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2004年建塔楼  -  沙太北', '325万', '单价35151元/平米')
('https://image1.ljcdn.com/440100-inspection/7156a44f-34ab-4472-897d-71ac7decf9f2.jpg.296x216.jpg', ') 德荣小区 间隔方正实用 带小区花园修', '德荣小区  | 2室1厅 | 64平米 | 东 | 简装 | 无电梯', '低楼层(共7层)1995年建塔楼  -  龙口西', '370万', '单价57813元/平米')
('https://image1.ljcdn.com/440100-inspection/7f3cb3aa-c3b5-4e6f-82dd-8b4087469fb7.jpg.296x216.jpg', '华天国际 实用2房 格局方正', '华天国际广场  | 2室1厅 | 77.1平米 | 西 | 其他 | 有电梯', '中楼层(共30层)2001年建塔楼  -  龙口东', '438万', '单价56810元/平米')
('https://image1.ljcdn.com/440100-inspection/68cf7d8e-ac0e-4d94-bb67-1ee7a2e10952.jpg.296x216.jpg', '天河君临国际公寓 装修精致 格局方正', '万菱汇广场  | 2室2厅 | 142平米 | 西北 | 精装 | 有电梯', '中楼层(共29层)2002年建塔楼  -  天河南', '950万', '单价66902元/平米')
('https://image1.ljcdn.com/440100-inspection/8fa3c187-b7cd-4f39-8bd8-ed6a5e335103.jpg.296x216.jpg', '侨林苑二期 安静小区 光线充足 采光好', '侨林苑三期  | 3室2厅 | 124.66平米 | 东 | 简装 | 有电梯', '中楼层(共31层)2003年建塔楼  -  天河北', '898万', '单价72036元/平米')
('https://image1.ljcdn.com/440100-inspection/3b0ad3c6-aa6b-4555-a722-c33f1e8f6129.jpg.296x216.jpg', '保利中辰 两房 保养新 产权清晰', '保利中辰广场  | 2室2厅 | 82平米 | 北 | 其他 | 有电梯', '高楼层(共27层)2012年建塔楼  -  龙口西', '660万', '单价80488元/平米')
('https://image1.ljcdn.com/440100-inspection/3233f6ef-50ae-4d7a-b986-0978dcb996d6.jpg.296x216.jpg', '羊城花园 精装一房 东向光线充足', '羊城花园  | 1室1厅 | 43平米 | 东 | 精装 | 无电梯', '中楼层(共6层)1999年建塔楼  -  东圃', '162万', '单价37675元/平米')
('https://image1.ljcdn.com/440100-inspection/82d004b9-f36b-44f5-9381-0cb323e9d63a.jpg.296x216.jpg', '天河北 鸿翔大厦 一房一厅', '鸿翔大厦  | 1室2厅 | 56平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2002年建塔楼  -  天润路', '380万', '单价67858元/平米')
('https://image1.ljcdn.com/440100-inspection/8d684d32-b22a-4304-9398-16e863330e4e.jpg.296x216.jpg', '都市兰亭 电梯三房 南北向，采光通风好', '都市兰亭花园  | 3室2厅 | 123平米 | 南 | 简装 | 有电梯', '低楼层(共24层)2006年建塔楼  -  员村', '700万', '单价56911元/平米')
('https://image1.ljcdn.com/440100-inspection/97a2a8a5-347c-47dd-8168-cefcac6a5183.jpg.296x216.jpg', '棠下远洋宿舍 精装三房 格局方正 采光好', '棠下远洋宿舍  | 3室2厅 | 78平米 | 南 北 | 精装 | 无电梯', '高楼层(共9层)1998年建塔楼  -  棠下', '280万', '单价35898元/平米')
('https://image1.ljcdn.com/440100-inspection/3761f4d5-54f1-4f5f-9a06-8ef4bb83709b.jpg.296x216.jpg', '利雅湾 大三房 望小区花园 安静', '利雅湾  | 3室2厅 | 125平米 | 东南 | 毛坯 | 有电梯', '低楼层(共31层)2004年建塔楼  -  珠江新城中', '1050万', '单价84000元/平米')
('https://image1.ljcdn.com/440100-inspection/c659dd9e-9627-46f3-82ee-b508d896dac2.jpg.296x216.jpg', '骏景花园北苑 厅大房大正2房', '骏景花园  | 2室2厅 | 89平米 | 东北 | 精装 | 有电梯', '中楼层(共12层)2000年建板楼  -  棠下', '460万', '单价51686元/平米')
('https://image1.ljcdn.com/440100-inspection/d4d3478f-0ad9-4a5a-a941-e68ce507722c.jpg.296x216.jpg', '华景新城陶然庭苑 精装两房 格局正采光好', '华景新城陶然庭园  | 2室2厅 | 77平米 | 北 | 精装 | 有电梯', '高楼层(共35层)2007年建塔楼  -  华景新城', '400万', '单价51949元/平米')
('https://image1.ljcdn.com/440100-inspection/a1b47aca-5ef4-497a-876d-6bb4b09ecbf5.jpg.296x216.jpg', '尚德大厦 装修保养好 交通方便', '尚德大厦  | 1室0厅 | 50平米 | 东 | 精装 | 有电梯', '中楼层(共23层)塔楼  -  龙口东', '310万', '单价62000元/平米')
('https://image1.ljcdn.com/440100-inspection/c66103bc-ea53-4dc6-a11c-aeaf60455eb2.jpg.296x216.jpg', '粤垦路五星阁 精装两房 通风采光好', '五星阁  | 2室2厅 | 91.03平米 | 西北 | 其他 | 有电梯', '高楼层(共26层)2000年建塔楼  -  粤垦', '350万', '单价38449元/平米')
('https://image1.ljcdn.com/440100-inspection/ad69edd8-4824-45de-aca9-8a7c2ecd9d21.jpg.296x216.jpg', '东北向两房 户型方正 采光好', '理想蓝堡国际花园  | 2室1厅 | 82平米 | 东北 | 精装 | 有电梯', '低楼层(共29层)2004年建塔楼  -  天河公园', '520万', '单价63415元/平米')
('https://image1.ljcdn.com/440100-inspection/10091109-6bba-4280-9adb-6dd40212b158.jpg.296x216.jpg', '金坤花园 两房', '金坤花园  | 2室2厅 | 79.36平米 | 南 北 | 简装 | 无电梯', '低楼层(共9层)1998年建塔楼  -  东莞庄', '280万', '单价35283元/平米')
('https://image1.ljcdn.com/440100-inspection/7a266db7-5cd8-49e6-958f-2a1692da60e1.jpg.296x216.jpg', '天惠大厦 东向 一房', '天惠大厦  | 1室0厅 | 51平米 | 西 | 简装 | 有电梯', '中楼层(共27层)2008年建塔楼  -  龙口东', '350万', '单价68628元/平米')
('https://image1.ljcdn.com/440100-inspection/c11fff6d-c2ca-47c0-b3d2-a549e15bdc88.jpg.296x216.jpg', '盈彩美居 温馨大两房，保养好', '盈彩美居  | 2室1厅 | 84平米 | 北 | 简装 | 有电梯', '低楼层(共12层)2003年建塔楼  -  东圃', '330万', '单价39286元/平米')
('https://image1.ljcdn.com/440100-inspection/33ab9dab-74e7-4c5b-9b7d-06b3ac54cdad.jpg.296x216.jpg', '天河山庄 实用三房', '天河山庄富华街  | 3室1厅 | 82.29平米 | 北 | 简装 | 无电梯', '高楼层(共7层)1996年建塔楼  -  沙河', '258万', '单价31353元/平米')
('https://image1.ljcdn.com/440100-inspection/46f5202b-0c3a-4e25-b3aa-fa0fac4703f3.jpg.296x216.jpg', '户型方正 采光通风好 居住舒适', '金达苑  | 2室1厅 | 51.4平米 | 东 | 其他 | 无电梯', '高楼层(共9层)1995年建塔楼  -  天润路', '325万', '单价63230元/平米')
('https://image1.ljcdn.com/440100-inspection/746c3d78-882c-4983-aaa0-4f9d736e55c9.jpg.296x216.jpg', '天河车陂精致两居室 明厨明卫', '富力天朗明居S区  | 2室2厅 | 66平米 | 西 | 精装 | 有电梯', '低楼层(共18层)2001年建塔楼  -  棠下', '350万', '单价53031元/平米')
('https://image1.ljcdn.com/440100-inspection/58ef60a2-8353-467c-9f63-552b19bda536.jpg.296x216.jpg', '华景六期 实用三房 温馨舒适', '华景新城逸宁居  | 3室1厅 | 78.32平米 | 东北 | 简装 | 有电梯', '高楼层(共31层)2000年建塔楼  -  华景新城', '375万', '单价47881元/平米')
('', '帝景苑大四房 户型好 安静小区', '帝景苑  | 3室2厅 | 124.31平米 | 东北 | 简装 | 有电梯', '中楼层(共32层)2000年建塔楼  -  龙口西', '680万', '单价54702元/平米')
('https://image1.ljcdn.com/440100-inspection/283b10a4-9e78-42ff-a84c-31bf1c33d10f.jpg.296x216.jpg', '远洋明苑 精装两房 采光好 交通方便', '远洋明苑  | 2室2厅 | 52平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2004年建塔楼  -  东圃', '218万', '单价41924元/平米')
('https://image1.ljcdn.com/440100-inspection/39776f0b-23cf-448c-ba89-b6e984f81f38.jpg.296x216.jpg', '翠拥华庭  自住精装一房 交通方便', '翠拥华庭锋尚  | 1室0厅 | 45平米 | 西 | 精装 | 有电梯', '中楼层(共27层)2008年建塔楼  -  车陂', '225万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/4c8da6cf-eff1-4974-8325-66aaa2481269.jpg.296x216.jpg', '鸿翔大厦大四房，户型方正 厅出阳台东南向', '鸿翔大厦  | 4室2厅 | 151平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2002年建塔楼  -  天润路', '810万', '单价53643元/平米')
('https://image1.ljcdn.com/440100-inspection/578b4f89-5d1f-463b-b8ea-5c36264d22de.jpg.296x216.jpg', '阳光假日园 精装两房 安静望花园', '阳光假日园  | 2室2厅 | 78平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  棠下', '420万', '单价53847元/平米')
('https://image1.ljcdn.com/440100-inspection/65417700-9635-4b78-a22d-20241377fb2f.jpg.296x216.jpg', '嘉尚国际公寓 温馨精装大单间 采光好', '嘉尚国际公寓  | 1室0厅 | 31平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2009年建塔楼  -  天河北', '300万', '单价96775元/平米')
('https://image1.ljcdn.com/440100-inspection/28811ded-f7df-4bd2-9acf-d0e1b89bcf0c.jpg.296x216.jpg', '远洋宿舍  户型方正  视野开阔   交通便利', '天河东远洋宿舍华平街  | 2室2厅 | 62.1平米 | 东南 | 简装 | 有电梯', '中楼层(共8层)1990年建塔楼  -  体育中心', '485万', '单价78100元/平米')
('https://image1.ljcdn.com/440100-inspection/e6966d07-91fa-4d5c-88e1-2a1c1df763b6.jpg.296x216.jpg', '棠德花园 方正两房 南北对流 通风采光', '棠德花园  | 2室1厅 | 61.79平米 | 南 北 | 其他 | 无电梯', '中楼层(共9层)2000年建塔楼  -  棠下', '245万', '单价39651元/平米')
('https://image1.ljcdn.com/440100-inspection/58e416b4-f253-41e3-8b9f-b147321087da.jpg.296x216.jpg', '旭景家园 实用三房\u3000通风采光好\u3000', '旭景家园C区  | 3室2厅 | 85.04平米 | 西南 | 其他 | 有电梯', '中楼层(共15层)2002年建塔楼  -  东圃', '335万', '单价39394元/平米')
('https://image1.ljcdn.com/440100-inspection/df429f2d-daa8-4a35-aa0f-d427f23e545e.jpg.296x216.jpg', '黄埔大道东 2室1厅 250万', '黄埔大道东  | 2室1厅 | 70.99平米 | 南 | 简装 | 无电梯', '低楼层(共9层)2000年建暂无数据  -  东圃', '250万', '单价35217元/平米')
('https://image1.ljcdn.com/440100-inspection/07f90c24-6915-4da0-896a-78e56caa27d0.jpg.296x216.jpg', '棠德花园 中层南向两房 望小区大花园', '棠德花园  | 3室1厅 | 64平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1997年建塔楼  -  棠下', '256万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/5db01d3a-4e2b-4774-b164-dd9720703dae.jpg.296x216.jpg', '金鼎大厦 2室2厅 390万', '金鼎大厦  | 2室2厅 | 77.8平米 | 南 | 其他 | 有电梯', '低楼层(共30层)1998年建塔楼  -  天润路', '390万', '单价50129元/平米')
('https://image1.ljcdn.com/440100-inspection/84d59f20-0266-43e6-ae54-9c2d7e58e986.jpg.296x216.jpg', '理想青年荟 南向高层单边位望天河公园 方正对流', '理想青年荟  | 1室1厅 | 65.76平米 | 东南 | 其他 | 有电梯', '高楼层(共21层)2007年建塔楼  -  天河公园', '530万', '单价80597元/平米')
('https://image1.ljcdn.com/440100-inspection/5a924c5d-c80a-4685-becc-3ec7a63e8378.jpg.296x216.jpg', '粤垦路 金坤花园 舒适三房', '金坤花园  | 3室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  东莞庄', '295万', '单价32418元/平米')
('', '广州东塔边 三层复式 南向 保养好', '中达广场  | 3室2厅 | 64平米 | 南 | 精装', '低楼层(共25层)塔楼  -  珠江新城中', '430万', '单价67188元/平米')
('https://image1.ljcdn.com/440100-inspection/e63b0054-fff3-46cb-8ff2-1c19640df7c0.jpg.296x216.jpg', '棠德花园  温馨舒适 小两房 阳台南向 单边位 视野开阔', '棠德花园  | 2室2厅 | 64.7平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1997年建塔楼  -  棠下', '220万', '单价34004元/平米')
('https://image1.ljcdn.com/440100-inspection/fe228b99-1b7e-4df5-97f3-fad7bcd8ea64.jpg.296x216.jpg', '盈彩美居 温馨三房，看房方便', '盈彩美居  | 2室2厅 | 81平米 | 西北 | 其他 | 有电梯', '高楼层(共23层)2003年建塔楼  -  东圃', '340万', '单价41976元/平米')
('https://image1.ljcdn.com/440100-inspection/faccb18f-d726-4456-9d25-8a60d78d1584.jpg.296x216.jpg', '检察院宿舍 实用两房 保养好 安静小区', '检察院宿舍  | 2室2厅 | 83.58平米 | 西 | 精装 | 有电梯', '低楼层(共12层)1991年建塔楼  -  棠下', '318万', '单价38048元/平米')
('https://image1.ljcdn.com/440100-inspection/c5a52352-ea95-42cd-b7dd-469f50722633.jpg.296x216.jpg', '绿佳花园 电梯两房 东向采光通风好', '绿佳花园  | 2室2厅 | 80.12平米 | 东 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  东莞庄', '315万', '单价39317元/平米')
('https://image1.ljcdn.com/440100-inspection/2f0d3091-31a2-433e-a085-585452cd9f18.jpg.296x216.jpg', '春江花园 南向三房 视野开阔', '春江花园  | 3室1厅 | 91平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2000年建塔楼  -  棠下', '420万', '单价46154元/平米')
('https://image1.ljcdn.com/440100-inspection/65911010-ebec-4e3f-844f-4e80fa035594.jpg.296x216.jpg', '金建苑 2室2厅 280万', '金建苑  | 2室2厅 | 64.09平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1995年建塔楼  -  东莞庄', '280万', '单价43689元/平米')
('https://image1.ljcdn.com/440100-inspection/9e4a648e-0688-48db-8649-5d40096d9f34.jpg.296x216.jpg', '环宇花园 1房1厅 208万元', '环宇花园文景阁  | 1室1厅 | 40平米 | 南 北 | 简装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  天河公园', '208万', '单价52000元/平米')
('https://image1.ljcdn.com/440100-inspection/46fac6bd-a6a3-430f-98db-2eee182134e3.jpg.296x216.jpg', '羊城花园 温馨三房 看房方便 交通便利', '羊城花园  | 3室2厅 | 90.02平米 | 北 | 精装 | 无电梯', '中楼层(共6层)1999年建塔楼  -  东圃', '335万', '单价37214元/平米')
