('https://image1.ljcdn.com/440100-inspection/36abca9a-dbc8-4db3-8b5c-20f0a1dc5886.jpg.296x216.jpg', '嘉鸿花园金玫瑰园 2室1厅 288万', '嘉鸿花园金玫瑰园  | 2室1厅 | 69.35平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)1999年建塔楼  -  金碧', '288万', '单价41529元/平米')
('https://image1.ljcdn.com/440100-inspection/3a2c9936-6281-48d2-8b8b-52f473ceb002.jpg.296x216.jpg', '侨诚花园 冬日苑 正规两房两厅', '侨诚花园冬日苑  | 2室1厅 | 61.63平米 | 南 | 简装 | 有电梯', '中楼层(共15层)2000年建塔楼  -  金碧', '238万', '单价38618元/平米')
('https://image1.ljcdn.com/440100-inspection/c32a0743-e7b5-4735-84ee-ec14eace2d89.jpg.296x216.jpg', '华乐苑，复式2层，可改4房，有钥匙随时可以看', '华乐苑  | 2室3厅 | 83.5平米 | 南 | 简装 | 有电梯', '低楼层(共9层)1999年建塔楼  -  新港西', '355万', '单价42515元/平米')
('https://image1.ljcdn.com/440100-inspection/660ed9b1-d1a0-407f-982c-d2aab08132d7.jpg.296x216.jpg', '悦安花园 小区管理 户型方正 生活便利', '悦安花园  | 2室1厅 | 81平米 | 西南 | 简装 | 有电梯', '高楼层(共19层)2002年建塔楼  -  昌岗', '345万', '单价42593元/平米')
('https://image1.ljcdn.com/440100-inspection/6885cb70-854d-40b4-ad9d-48a14b6e36c3.jpg.296x216.jpg', '敦和花园 实用三房 南北对流带大阳台', '敦和花园  | 3室2厅 | 80.95平米 | 南 | 简装 | 无电梯', '低楼层(共9层)1998年建塔楼  -  广州大道南', '323万', '单价39902元/平米')
('https://image1.ljcdn.com/440100-inspection/1f2835c7-4350-4599-92c8-6f7e0cf9675c.jpg.296x216.jpg', '西基东 实用三房 南北对流 配套成熟', '荔福路西基东  | 3室2厅 | 90平米 | 南 北 | 简装 | 无电梯', '中楼层(共8层)塔楼  -  工业大道北', '230万', '单价25556元/平米')
('https://image1.ljcdn.com/440100-inspection/cf904d9a-218d-48f9-9872-d455c9aa8334.jpg.296x216.jpg', '工业大道中 2房1厅 180万元', '工业大道中  | 2室1厅 | 50平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)1985年建塔楼  -  工业大道中', '165万', '单价33000元/平米')
('https://image1.ljcdn.com/440100-inspection/a98f93d5-64ac-40e4-915b-116d514f6c0d.jpg.296x216.jpg', '中海名都 实用大三房 业主诚意出售', '中海名都  | 3室1厅 | 120平米 | 东北 | 简装 | 有电梯', '低楼层(共38层)2002年建塔楼  -  滨江中', '638万', '单价53167元/平米')
('https://image1.ljcdn.com/440100-inspection/d5020afa-8b96-4812-a823-fcc77c0b8fbb.jpg.296x216.jpg', '金碧一期 飞机大两房 户型方正', '金碧花园第一金碧  | 2室2厅 | 83平米 | 东北 | 其他 | 有电梯', '高楼层(共26层)2000年建塔楼  -  金碧', '330万', '单价39760元/平米')
('https://image1.ljcdn.com/440100-inspection/7f33b63f-fa7d-4508-b0dc-29bb3f6d0287.jpg.296x216.jpg', '琴海居 复式三房 户型方正 通风采光好', '琴海居  | 3室1厅 | 109.44平米 | 北 | 简装 | 有电梯', '中楼层(共12层)2004年建塔楼  -  滨江东', '635万', '单价58023元/平米')
('https://image1.ljcdn.com/440100-inspection/164bf445-0b40-4efb-862b-04f55aa5527a.jpg.296x216.jpg', '晓港湾 温馨电梯三加一房 户型方正', '晓港湾惠侨苑  | 3室2厅 | 93.38平米 | 东北 | 其他 | 有电梯', '中楼层(共23层)1999年建塔楼  -  金碧', '350万', '单价37482元/平米')
('https://image1.ljcdn.com/440100-inspection/e673f5f6-f267-4b58-b59a-aeae8ec9b446.jpg.296x216.jpg', '侨诚花园宝通街 2室1厅 282万', '侨诚花园宝通街  | 2室1厅 | 74.37平米 | 西南 北 | 精装 | 无电梯', '高楼层(共9层)1997年建塔楼  -  金碧', '282万', '单价37919元/平米')
('https://image1.ljcdn.com/440100-inspection/afdb79be-0583-48a5-b838-0d6f07f88517.JPG.296x216.jpg', '滨江中路 2室1厅 180万', '滨江中路  | 2室1厅 | 51.74平米 | 南 | 简装 | 无电梯', '高楼层(共8层)板楼  -  滨江中', '180万', '单价34790元/平米')
('https://image1.ljcdn.com/440100-inspection/9fb04819-bb0c-46bf-86c2-a088a50d44ac.jpg.296x216.jpg', '方正实用两房 保养新净 视野开阔', '晓港湾惠侨苑  | 2室1厅 | 64.12平米 | 北 | 简装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  金碧', '205万', '单价31972元/平米')
('https://image1.ljcdn.com/440100-inspection/1b13ebce-b47b-4077-956d-0ac533993289.jpg.296x216.jpg', '金碧花园第三金碧 3室2厅 500万', '金碧花园第三金碧  | 3室2厅 | 110.32平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)2000年建塔楼  -  金碧', '500万', '单价45323元/平米')
('https://image1.ljcdn.com/440100-inspection/370ed413-82ed-47f0-87a3-6ff322d7cb92.jpg.296x216.jpg', '晓港湾明华苑 2室2厅 198万', '晓港湾明华苑  | 2室2厅 | 53.21平米 | 东北 | 精装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  金碧', '198万', '单价37212元/平米')
('https://image1.ljcdn.com/440100-inspection/869f1739-5335-4171-a2cf-9a685550e244.jpg.296x216.jpg', '同福东路 3室2厅 168万', '同福东路  | 3室2厅 | 48平米 | 东南 | 简装 | 无电梯', '低楼层(共6层)塔楼  -  同福', '168万', '单价35000元/平米')
('https://image1.ljcdn.com/440100-inspection/cd7edccb-794a-4287-b589-77c82ec59a99.jpg.296x216.jpg', '南北广场电梯 带省 级学 校没有占用', '南北广场  | 1室0厅 | 41.46平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2003年建塔楼  -  宝岗', '170万', '单价41004元/平米')
('https://image1.ljcdn.com/440100-inspection/ad85c9d6-4a2b-48ea-a819-384ea3bf5b57.jpg.296x216.jpg', '金碧花园 安静望花园 户型好', '金碧花园第一金碧  | 1室0厅 | 27平米 | 东 | 简装 | 有电梯', '高楼层(共22层)2000年建塔楼  -  金碧', '135万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/9a816973-f6fc-4ba2-b534-11ce19ebaf37.jpg.296x216.jpg', '财智大厦 鹭江客村地铁口 73方可租7000元', '财智大厦  | 1室1厅 | 72.27平米 | 西 | 精装 | 有电梯', '低楼层(共30层)2007年建塔楼  -  新港西', '258万', '单价35700元/平米')
('https://image1.ljcdn.com/440100-inspection/06b51285-2f27-4b6e-a7c7-9516b31c8a11.jpg.296x216.jpg', '南洲花苑 南向两房 格局方正', '南洲花苑C区  | 2室2厅 | 63.6平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1993年建塔楼  -  金碧', '200万', '单价31447元/平米')
('https://image1.ljcdn.com/440100-inspection/d44e10a6-5e62-4364-a68f-48671501f60c.jpg.296x216.jpg', '海珠半岛花园  高层单位 北向望江大三房', '海珠半岛花园  | 3室2厅 | 131平米 | 北 | 精装 | 有电梯', '中楼层(共46层)2000年建塔楼  -  滨江东', '830万', '单价63359元/平米')
('https://image1.ljcdn.com/440100-inspection/93410723-91d6-4de4-b57d-89206e93e4ab.jpg.296x216.jpg', '穗南大厦 电梯四房带主套 双阳台', '穗南大厦  | 4室2厅 | 117.82平米 | 北 | 简装 | 有电梯', '低楼层(共22层)1990年建塔楼  -  前进路', '445万', '单价37770元/平米')
('https://image1.ljcdn.com/440100-inspection/0c5e379b-a273-4d1c-9660-4da030c9c697.jpg.296x216.jpg', '江丽苑 温馨两房', '江丽苑  | 2室2厅 | 67.9平米 | 东 | 简装 | 无电梯', '低楼层(共9层)1996年建塔楼  -  滨江东', '290万', '单价42710元/平米')
('https://image1.ljcdn.com/440100-inspection/60614601-8752-49d8-b164-a85aec199583.jpg.296x216.jpg', '海珠区，高层 大两房 看房不方便', '芭堤水岸  | 2室1厅 | 90.55平米 | 西北 | 精装 | 有电梯', '高楼层(共32层)2005年建塔楼  -  滨江东', '550万', '单价60740元/平米')
('https://image1.ljcdn.com/440100-inspection/316687f8-16d2-47d9-b9b9-5d4bc1fea429.jpg.296x216.jpg', '第三金碧花园 安静望花园两房', '金碧花园第三金碧  | 2室2厅 | 79.22平米 | 北 | 精装 | 有电梯', '高楼层(共32层)2000年建塔楼  -  金碧', '360万', '单价45444元/平米')
('https://image1.ljcdn.com/440100-inspection/b5ccecb6-dade-43b6-9f2d-37ae4cb0bb8f.jpg.296x216.jpg', '江南新苑 精装2房 户型方正实用', '江南新苑  | 3室1厅 | 94.59平米 | 南 北 | 简装 | 有电梯', '中楼层(共32层)2002年建塔楼  -  新港西', '530万', '单价56032元/平米')
('https://image1.ljcdn.com/440100-inspection/6327e8e2-5561-4f81-b4a4-f936cf6cee20.jpg.296x216.jpg', '金碧花园 实用两房 南北对流', '金碧花园第一金碧  | 2室2厅 | 69.79平米 | 西 | 简装 | 有电梯', '高楼层(共22层)2000年建塔楼  -  金碧', '295万', '单价42270元/平米')
('https://image1.ljcdn.com/440100-inspection/9d60d73d-a7d3-4557-821d-ce7280ff2437.jpg.296x216.jpg', '富基广场 地铁高层南向2房 格局方正', '富基广场  | 2室2厅 | 82.35平米 | 西南 | 简装 | 有电梯', '高楼层(共31层)2006年建塔楼  -  滨江中', '420万', '单价51002元/平米')
('https://image1.ljcdn.com/440100-inspection/03c342c9-0e57-4d9f-baf6-b58293bc9514.jpg.296x216.jpg', '光大花园 实用三房  户型方正', '光大花园中海锦榕湾  | 3室2厅 | 110平米 | 东南 | 精装 | 有电梯', '高楼层(共33层)2010年建塔楼  -  工业大道北', '665万', '单价60455元/平米')
('https://image1.ljcdn.com/440100-inspection/c371e2c0-ff11-4547-a0d6-f580979fdf90.jpg.296x216.jpg', '顺景雅苑 3房 安静位置', '顺景雅苑  | 3室1厅 | 80.66平米 | 南 北 | 简装 | 有电梯', '中楼层(共13层)2000年建塔楼  -  新港西', '368万', '单价45624元/平米')
('https://image1.ljcdn.com/440100-inspection/6bbb46c7-cfd9-4b92-9ff6-2a9279a55dbb.jpg.296x216.jpg', '经典居 户型方正 望广州塔', '经典居  | 2室2厅 | 73平米 | 东 | 精装 | 有电梯', '高楼层(共32层)1995年建塔楼  -  滨江东', '338万', '单价46302元/平米')
('https://image1.ljcdn.com/440100-inspection/b62f25a0-721a-4f30-8c75-185d52494210.jpg.296x216.jpg', '珠江御景湾 实用四房 南北对流', '珠江御景湾  | 4室2厅 | 215平米 | 南 | 简装 | 有电梯', '低楼层(共23层)2008年建塔楼  -  南洲', '950万', '单价44187元/平米')
('https://image1.ljcdn.com/440100-inspection/9fc68a5d-cd44-43a5-9d76-fb7dd389a81d.jpg.296x216.jpg', '2房1厅 适合居住 户型好', '保利红棉花园  | 2室2厅 | 63平米 | 北 | 其他 | 无电梯', '中楼层(共9层)1997年建塔楼  -  江燕路', '202万', '单价32064元/平米')
('https://image1.ljcdn.com/440100-inspection/25d6962b-d8a8-48c4-b18e-56122a2afe5d.jpg.296x216.jpg', '罗马家园 三房带主套 位置安静舒适', '罗马家园  | 3室2厅 | 129平米 | 南 北 | 精装 | 有电梯', '高楼层(共12层)2007年建塔楼  -  南洲', '605万', '单价46900元/平米')
('https://image1.ljcdn.com/440100-inspection/5c8513ad-ad1c-4a90-b07a-ae20f240a047.jpg.296x216.jpg', '金碧一期 都市广场 证过两年 送实木家具', '金碧花园第一金碧  | 2室2厅 | 78.42平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2000年建塔楼  -  金碧', '365万', '单价46545元/平米')
('https://image1.ljcdn.com/440100-inspection/bfedd1c0-08ae-4454-baf0-adfe9f17fc09.jpg.296x216.jpg', '沙园 光大四期 实用温馨单位 配套完善', '光大花园和榕风景  | 3室2厅 | 98.6平米 | 东南 | 简装 | 有电梯', '中楼层(共15层)2006年建塔楼  -  工业大道北', '580万', '单价58824元/平米')
('https://image1.ljcdn.com/440100-inspection/41c67d2a-38a9-4863-aa28-678fc0f42e09.jpg.296x216.jpg', '金碧一期 南向两房 格局方正', '金碧花园第一金碧  | 2室2厅 | 72.1平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2001年建塔楼  -  金碧', '335万', '单价46464元/平米')
('https://image1.ljcdn.com/440100-inspection/910d1cbe-c132-4e8a-981a-09657e2ddb17.jpg.296x216.jpg', '森语星园 温馨两房 电梯高层', '森语星园  | 2室1厅 | 78.56平米 | 北 | 精装 | 有电梯', '中楼层(共19层)2004年建塔楼  -  南洲', '280万', '单价35642元/平米')
('https://image1.ljcdn.com/440100-inspection/094869ce-61f3-496e-9711-65cb14e3909d.jpg.296x216.jpg', '顺景雅苑高楼层 实用三房 位置安静采光好', '顺景雅苑  | 3室2厅 | 80.66平米 | 南 北 | 其他 | 有电梯', '高楼层(共13层)2000年建塔楼  -  新港西', '375万', '单价46492元/平米')
('https://image1.ljcdn.com/440100-inspection/73f9d01f-c6c1-4552-93fa-57f2023447cb.jpg.296x216.jpg', '海印南苑 装修保养好', '海印南苑  | 3室2厅 | 94平米 | 东 | 精装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  东晓路', '355万', '单价37766元/平米')
('https://image1.ljcdn.com/440100-inspection/288267f2-30c1-4e21-8058-0cd60aa8f9ff.jpg.296x216.jpg', '穗发花园 实用三房 格局好 舒适住家', '穗发花园  | 3室1厅 | 70平米 | 西 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  新港西', '235万', '单价33572元/平米')
('https://image1.ljcdn.com/440100-inspection/407bffbf-0ee1-4530-936b-4b3100f2faf1.jpg.296x216.jpg', '精装修 复式单位五房 南北对流', '翠园  | 5室2厅 | 181.65平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  赤岗', '999万', '单价54996元/平米')
('https://image1.ljcdn.com/440100-inspection/d583e1d8-c8a1-4c6a-8852-0a752a6f78e8.jpg.296x216.jpg', '景致花园 东南向三房 配套完善', '景致花园  | 3室2厅 | 91平米 | 东南 | 简装', '高楼层(共9层)1997年建塔楼  -  赤岗', '320万', '单价35165元/平米')
('https://image1.ljcdn.com/440100-inspection/67175594-f38d-4e8d-a51d-0a019db85e16.jpg.296x216.jpg', '珠江新岸 户型方正 高楼层望小蛮腰', '珠江新岸公寓  | 1室0厅 | 48平米 | 东 | 其他 | 有电梯', '高楼层(共32层)2009年建塔楼  -  滨江东', '260万', '单价54167元/平米')
('https://image1.ljcdn.com/440100-inspection/d3fd0d6c-ae35-45c8-8ecd-6ff333ca64bc.jpg.296x216.jpg', '青葵大街 高层带天台 电梯6月份可使用', '江南西路青葵大街  | 2室1厅 | 64.19平米 | 南 | 简装 | 无电梯', '高楼层(共8层)塔楼  -  江南西', '300万', '单价46737元/平米')
('https://image1.ljcdn.com/440100-inspection/c8fda779-c126-4063-9f0a-21895950ce69.JPG.296x216.jpg', '愉景雅苑，东向2房加杂物房，厅出阳台', '愉景雅苑  | 3室2厅 | 83.71平米 | 东 | 简装 | 有电梯', '中楼层(共11层)2000年建塔楼  -  新港西', '408万', '单价48740元/平米')
('https://image1.ljcdn.com/440100-inspection/40ff700b-a01b-4c27-b7ba-51a2f19d3a16.jpg.296x216.jpg', '金碧都市广场 精装三房 户型实用', '金碧花园第一金碧  | 3室2厅 | 97.91平米 | 北 | 简装 | 有电梯', '低楼层(共32层)2003年建塔楼  -  金碧', '420万', '单价42897元/平米')
('https://image1.ljcdn.com/440100-inspection/65a9fea9-108e-49b5-ba1c-95cb825141d8.jpg.296x216.jpg', '聚德花园 中层三房', '聚德花园  | 3室2厅 | 67.5平米 | 东南 | 简装 | 无电梯', '中楼层(共9层)1997年建塔楼  -  赤岗', '235万', '单价34815元/平米')
('https://image1.ljcdn.com/440100-inspection/9877bcb3-1963-424d-8b40-9e55d3347340.jpg.296x216.jpg', '户型方正 生活便利', '翠城花园  | 2室1厅 | 83平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2009年建塔楼  -  江燕路', '450万', '单价54217元/平米')
('https://image1.ljcdn.com/440100-inspection/5982193f-1637-443c-90a4-d9fec7c3fcde.jpg.296x216.jpg', '穗发花园 低层三房改两房 精装修', '穗发花园  | 2室1厅 | 69.37平米 | 北 | 其他 | 无电梯', '低楼层(共7层)1999年建塔楼  -  新港西', '278万', '单价40075元/平米')
('https://image1.ljcdn.com/440100-inspection/20049887-1b52-434a-b18b-a2060dacaf4c.jpg.296x216.jpg', '南洲名苑 实用两居', '南洲名苑  | 2室2厅 | 56.89平米 | 北 | 其他 | 有电梯', '低楼层(共10层)1997年建塔楼  -  金碧', '260万', '单价45703元/平米')
('https://image1.ljcdn.com/440100-inspection/a1a51b89-f747-4b63-95c4-412dede47e40.jpg.296x216.jpg', '海天花苑 实用大三房', '海天花苑  | 3室2厅 | 101.09平米 | 西北 | 简装', '中楼层(共32层)2004年建塔楼  -  滨江东', '440万', '单价43526元/平米')
('https://image1.ljcdn.com/440100-inspection/16576d9b-7f70-445a-a60c-786ca30647c3.jpg.296x216.jpg', '户型方正 通风采光好', '新鸿花园二期  | 2室1厅 | 55平米 | 南 北 | 简装 | 有电梯', '中楼层(共13层)1997年建塔楼  -  滨江东', '345万', '单价62728元/平米')
('https://image1.ljcdn.com/440100-inspection/0e009573-19c7-43fe-ba0b-ccbf9385d073.jpg.296x216.jpg', '金碧花园 温馨小两房 保养好 户型实用', '金碧花园第一金碧  | 2室1厅 | 53.6平米 | 北 | 简装 | 有电梯', '低楼层(共22层)2000年建塔楼  -  金碧', '235万', '单价43844元/平米')
('https://image1.ljcdn.com/440100-inspection/e8dfe92c-47b0-40e2-a957-be011030ad03.jpg.296x216.jpg', '珠光高派 大单间', '珠光高派华庭  | 1室0厅 | 36.21平米 | 北 | 简装 | 有电梯', '高楼层(共31层)2006年建塔楼  -  滨江东', '205万', '单价56615元/平米')
('https://image1.ljcdn.com/440100-inspection/522548eb-ca54-4c24-96a0-0d4ca0774bb4.jpg.296x216.jpg', '南洲花苑 交通方便 格局好', '南洲花苑A区  | 2室2厅 | 82.38平米 | 北 | 简装 | 无电梯', '低楼层(共9层)1993年建塔楼  -  金碧', '248万', '单价30105元/平米')
('', '英豪花园 电梯两房  居家装修', '英豪花园阳光320  | 2室2厅 | 74.2平米 | 北 | 简装 | 有电梯', '中楼层(共28层)2005年建塔楼  -  金碧', '320万', '单价43127元/平米')
('https://image1.ljcdn.com/440100-inspection/9904f621-10c5-4eba-b9c7-a3f2a2a52842.jpg.296x216.jpg', '杏园小区 南向两房 带平台', '杏园小区  | 2室1厅 | 52.91平米 | 南 | 简装 | 无电梯', '低楼层(共9层)1998年建塔楼  -  宝岗', '268万', '单价50653元/平米')
('https://image1.ljcdn.com/440100-inspection/2aaa05c0-454a-4090-817a-8cdf6bc7e9a0.jpg.296x216.jpg', '翠城花园 格局方正 配套完善', '翠城花园  | 2室1厅 | 68平米 | 东北 | 简装 | 有电梯', '低楼层(共33层)2009年建塔楼  -  江燕路', '315万', '单价46324元/平米')
('https://image1.ljcdn.com/440100-inspection/956ae099-ca8d-43b2-8bd4-a00002d42e6e.jpg.296x216.jpg', '米兰苑 温馨舒适两房 南向阳台', '米兰苑  | 2室2厅 | 52.15平米 | 南 | 精装 | 无电梯', '高楼层(共9层)1998年建塔楼  -  滨江东', '235万', '单价45063元/平米')
('https://image1.ljcdn.com/440100-inspection/981021ac-7982-4c9d-adb6-280115d53b00.JPG.296x216.jpg', '双子星城 中层南向两房 无遮挡 通风好', '双子星城  | 2室2厅 | 54.74平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2005年建塔楼  -  新港西', '270万', '单价49325元/平米')
('https://image1.ljcdn.com/440100-inspection/caef324c-6104-4e1d-a0fa-9caba02dcb4e.jpg.296x216.jpg', '丽景湾 三房带主套 南北通风 新装修漂亮', '丽景湾  | 3室2厅 | 105平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2002年建塔楼  -  滨江东', '640万', '单价60953元/平米')
('https://image1.ljcdn.com/440100-inspection/8664a48e-7394-4eb0-8a48-1659456ad5cc.jpg.296x216.jpg', '利安花园 装修保养好', '利安花园  | 2室2厅 | 64平米 | 北 | 精装 | 无电梯', '低楼层(共9层)1997年建塔楼  -  滨江东', '335万', '单价52344元/平米')
('', '保利红棉花园 配套成熟 交通便利', '保利红棉花园  | 2室2厅 | 64平米 | 北 | 简装 | 无电梯', '低楼层(共7层)2002年建塔楼  -  江燕路', '235万', '单价36719元/平米')
